,ratio,net_profit,profit_growth_(%),revenue,revenue_growth_(%),market_capital,eps_(vnd),p/e,outstanding_share,roe_(%),symbol
0,Q4 2016,41294860102,0.949968035139267,667686749630.0,0.45157759943489234,1455455443400.0,817.936153121,10.2507346861,56964988.0,0.160569474,AAA
1,Q1 2017,66894667573,1.3589281519969312,733501156775.0,0.7287536737328288,1949324605200.0,1303.7093195668,9.7623477119,59249988.0,0.1957543261,AAA
2,Q2 2017,39129314217,0.16253255911093398,853825654192.0,0.6508347455555434,1970062101000.0,733.1820089396,9.805468162,59249988.0,0.1934816271,AAA
3,Q3 2017,52029043164,0.3453285696470656,1062929005862.0,0.9819421111815422,2399319655600.0,948.5784655638,8.722133822,83599988.0,0.2006967836,AAA
4,Q4 2017,65289636792,0.5810596435181501,1426507835174.0,1.1364926531258892,3343999520000.0,1117.6135763555,7.4862533961,167199976.0,0.2027586985,AAA
5,Q1 2018,49238222361,-0.26394398615901765,1298291954567.0,0.7699930566915908,2909279582400.0,818.5767393007,7.7930478522,167199976.0,0.1761000524,AAA
6,Q2 2018,36613161825,-0.06430351367892975,2321958210748.0,1.719475807909914,2431039659200.0,427.6251242571,6.4879353206,171199976.0,0.1328767675,AAA
7,Q3 2018,42906658795,-0.17533254148544425,2188614583530.0,1.059041169692332,2448159656800.0,463.7722820527,8.8524796398,171199976.0,0.1021766691,AAA
8,Q4 2018,51502432019,-0.21116988009786813,2209962396990.0,0.549211537783413,3167199556000.0,428.7364268612,17.57012765,171199976.0,0.0819311063,AAA
9,Q1 2019,214037468440,3.346977981267093,2616643195140.0,1.0154505201510626,3124399562000.0,1460.2979897539,8.9103339347,171199976.0,0.1334329683,AAA
10,Q2 2019,131699043390,2.5970409772169414,2438667426222.0,0.050263271291348124,2602239635200.0,781.7308331305,5.8849810348,171199976.0,0.1632973755,AAA
11,Q3 2019,63700407693,0.48462754924238327,2367421386693.0,0.0816986254722857,2157119697600.0,373.8043619865,4.6798341048,171199976.0,0.1653537221,AAA
12,Q4 2019,58905123997,0.14373480412088188,1837237323176.0,-0.1686567492377503,2114319703600.0,344.0720341982,4.5916964941,171199976.0,0.1628411071,AAA
13,Q1 2020,58484466803,-0.7267559403068036,1573567523917.0,-0.39863122077948865,2323199736000.0,341.6149240757,6.0714678924,211199976.0,0.1074597371,AAA
14,Q2 2020,67684300148,-0.48606839954359676,1813708066994.0,-0.25627084386664045,2406095717900.0,395.3522759139,8.4360766474,221759974.0,0.0846692563,AAA
15,Q3 2020,78565203153,0.23335479313790142,1929838085125.0,-0.18483540954204639,2705471682800.0,437.3372852807,8.8017822734,221759974.0,0.0849258811,AAA
16,Q4 2020,57706672925,-0.020345446892888915,2121135981877.0,0.15452476123782927,3614687576200.0,303.3929148279,13.783847967,221759974.0,0.0802547007,AAA
17,Q1 2021,75141819491,0.2848166974678745,2284373757361.0,0.45171638499161887,4792673580100.0,374.9093396021,13.2251361651,296759974.0,0.0809084682,AAA
18,Q2 2021,86326563080,0.27542964751406773,3269796291844.0,0.8028239226301115,5614673331200.0,365.3875605369,15.1403815172,326434496.0,0.075829856,AAA
19,Q3 2021,62514754147,-0.20429462868877105,3409264544303.0,0.7666065202989163,5679960230400.0,238.5264772528,17.4485730834,326434496.0,0.0672888301,AAA
20,Q4 2021,60517570104,0.04871008908542097,4201845098822.0,0.9809409367068365,4341578796800.0,200.6265828952,13.8224767009,326434496.0,0.0633656499,AAA
21,Q1 2022,88086043638,0.17226391687987241,4027853795475.0,0.7632201308984297,4682862576000.0,274.9313828942,13.3803436105,382274496.0,0.0622205986,AAA
22,Q2 2022,85425095236,-0.010442531381269025,4578733575653.0,0.4003115689726425,2981741068800.0,251.7621583188,9.0676533791,382274496.0,0.0616755474,AAA
23,Q3 2022,79866172011,0.2775571639168427,3291406943915.0,-0.0345698020369068,3184346551680.0,234.5214040577,9.0373510339,382274496.0,0.0624264531,AAA
24,Q4 2022,-97726483611,-2.6148448036339884,3415845425613.0,-0.18706060188400506,4071223382400.0,-275.4256541823,24.7630912921,382274496.0,0.0299086513,AAA
25,Q1 2023,53895480338,-0.38814960790508607,3617596915511.0,-0.1018549581975626,4721090025600.0,146.1454126584,37.4972912396,382274496.0,0.0225218533,AAA
26,Q2 2023,42275112576,-0.5051206854471922,2792257990090.0,-0.3901680576180326,3574266537600.0,112.222728483,40.7445172262,382274496.0,0.0141870418,AAA
27,Q3 2023,99049764272,0.24019671630634604,3531352090707.0,0.07290048021427414,3558975557760.0,259.1063890174,36.5046071846,382274496.0,0.0174593204,AAA
56,Q4 2016,2869056015,1.1134436798133007,761012711294.0,0.09516761448636638,459236750000.0,43.7321100827,23.7622385994,65605250.0,0.0153792701,ANV
57,Q1 2017,24889056519,3.530190198552434,701300942857.0,0.19997795136920557,918473500000.0,379.3759877296,23.5128597361,65605250.0,0.0303150558,ANV
58,Q2 2017,27631959407,1.2456805755416682,670072910769.0,-0.12962302852159074,1120602376250.0,421.1851857435,6.2545606914,124649875.0,0.1358830899,ANV
59,Q3 2017,33194113172,-0.7318201532820231,740407586642.0,0.011752177068559005,1682773312500.0,266.2988083382,18.9963175747,124649875.0,0.0668128333,ANV
60,Q4 2017,45112447046,14.723794450210482,855778677007.0,0.12452612723362161,3191036800000.0,361.9132955087,22.4142296173,124649875.0,0.0973604439,ANV
61,Q1 2018,75891040665,2.0491730615447685,817634535287.0,0.16588255529227372,2362115131250.0,608.8336684253,12.9908202356,124649875.0,0.132023583,ANV
62,Q2 2018,113335027879,3.101592153117048,876206980429.0,0.3076293136868241,2941737050000.0,909.2269677687,10.9958066185,124649875.0,0.1898002226,ANV
63,Q3 2018,114171206752,2.43950164176418,1053380730613.0,0.4227038588170599,3426554381250.0,915.9351884789,9.6449782573,127144875.0,0.2383639446,ANV
64,Q4 2018,296645200903,5.57568410333668,1388976804999.0,0.6230561035439758,3337552968750.0,2379.8275040629,5.4840543096,127144875.0,0.3803716806,ANV
65,Q1 2019,200318792341,1.639557852754344,914017921907.0,0.11788076758055263,3496484062500.0,1600.1123009521,4.7526021805,127144875.0,0.4193850693,ANV
66,Q2 2019,153226604840,0.35197923984797963,1067603733185.0,0.2184378315067636,3273542781250.0,1223.8124492821,4.2385863337,127127875.0,0.4072059469,ANV
67,Q3 2019,152809010425,0.33841985884346587,1140926947404.0,0.08310975722904454,2854020793750.0,1214.5242367944,3.5357874146,127127875.0,0.3943353935,ANV
68,Q4 2019,197694695428,-0.3335651653011431,1396604174653.0,0.005491358550084277,2123035512500.0,1555.3949221606,3.0252521225,127127875.0,0.3243200554,ANV
69,Q1 2020,43359514116,-0.7835474465012265,826045260744.0,-0.09624828907014701,2161173875000.0,341.1379750851,3.9504660372,127127875.0,0.2420862746,ANV
70,Q2 2020,32134111066,-0.7902837363031401,898297235114.0,-0.15858552458027203,2504419137500.0,252.7599389685,5.8789899361,127127875.0,0.1824735918,ANV
71,Q3 2020,40023109574,-0.738084099473678,810544253041.0,-0.28957392505693197,2898515550000.0,314.8237293134,9.2541819061,127127875.0,0.1315412266,ANV
72,Q4 2020,86413135446,-0.562896033912698,943834750954.0,-0.32419309058094076,2752318493750.0,679.7339721599,13.6579557192,127127875.0,0.0852741927,ANV
73,Q1 2021,63799682967,0.47141139073459815,707322627336.0,-0.14372412632822232,3356175900000.0,501.854396347,15.0927522174,127127875.0,0.09422078,ANV
74,Q2 2021,23741757224,-0.26116651631541976,1080731742346.0,0.20308924496338657,4106230362500.0,186.7549286417,19.1899933792,127127875.0,0.0898360782,ANV
75,Q3 2021,-13169242495,-1.329040962463223,656115814848.0,-0.1905243761998378,3801123462500.0,-103.5905185625,23.6409838399,127127875.0,0.0672645578,ANV
76,Q4 2021,53508463893,-0.38078321522729947,1060255737260.0,0.1233489084697561,5313945175000.0,420.9026847416,41.2768237539,127127875.0,0.0534933289,ANV
77,Q1 2022,206629951109,2.238730061023628,1219478753489.0,0.7240771132714098,5644477650000.0,1625.3709197059,20.8505716988,127127875.0,0.111555113,ANV
78,Q2 2022,240687503919,9.137729134711837,1305830174794.0,0.20828335434968095,4036310031250.0,1893.2708811423,8.2769502118,127127875.0,0.1937415037,ANV
79,Q3 2022,119901744349,10.104680424445325,1247978424052.0,0.9020703293687787,3940964125000.0,943.1585665142,6.3489423111,127127875.0,0.2350651132,ANV
80,Q4 2022,106526034970,0.9908258847239264,1161218492134.0,0.095224907846211,4526347750000.0,835.8618860949,6.4557751629,133127875.0,0.2425697804,ANV
81,Q1 2023,92370665510,-0.5529657486040189,1157603357241.0,-0.05073921630120318,5052202856250.0,723.8444547027,8.6558837931,133127875.0,0.1928915262,ANV
82,Q2 2023,-51044261712,-1.2120769083598881,1090877619337.0,-0.16460988542473345,5245238275000.0,-395.3000985419,16.2246991825,133127875.0,0.0907463586,ANV
83,Q3 2023,1038991127,-0.9913346454412223,1100743562157.0,-0.11797869182461532,3980523462500.0,7.9547416122,26.2293331276,133127875.0,0.0501162939,ANV
84,Q4 2016,37540036324,0.11460376347780064,837810028217.0,2.261122914433208,3387073951800.0,170.6831818899,19.5652559492,219939867.0,0.0835342627,ASM
85,Q1 2017,15192141654,-0.4341002140648966,329882590483.0,0.7095647193222081,2815230297600.0,69.0740694774,14.0018283391,219939867.0,0.0776664497,ASM
86,Q2 2017,36887541754,-0.30173589852625393,676284861103.0,1.5341610087180475,2576595534450.0,167.7164865886,13.9183896704,241933853.0,0.0704775667,ASM
87,Q3 2017,73067329754,-0.23491269207923718,490017273312.0,-0.1607052998665801,2564498841800.0,302.0136655039,15.7633865136,241933853.0,0.0611845107,ASM
88,Q4 2017,55850712205,0.48776393616043645,1005807527863.0,0.2005198004176756,3665297872950.0,230.8511665997,21.0393114055,241933853.0,0.0673002015,ASM
89,Q1 2018,493775626594,31.502042031973275,668043814804.0,1.0250956979144572,3338687171400.0,2040.9530145167,5.0618288078,241933853.0,0.2345907488,ASM
90,Q2 2018,358117284815,8.708353221346515,2084604650926.0,2.0824357764360912,2455628607950.0,1480.2280886875,2.5036716806,241933853.0,0.3211636236,ASM
91,Q3 2018,105194483151,0.4396924522240561,2446725302286.0,3.9931409269487936,1971760901950.0,434.8067946944,1.9465712447,241933853.0,0.30653622,ASM
92,Q4 2018,40186644556,-0.28046316744368543,3780408744514.0,2.7585806824751917,1962218295420.0,166.1063140488,1.7657985301,258867849.0,0.2802603732,ASM
93,Q1 2019,233793623698,-0.5265185013065995,3496308345934.0,4.2336512492968685,1734414588300.0,903.1341072211,2.3524119387,258867849.0,0.1972314043,ASM
94,Q2 2019,73515921329,-0.7947155179427388,3656311021508.0,0.75395896765549,1734414588300.0,283.9901579628,3.8313459781,258867849.0,0.1184699329,ASM
95,Q3 2019,135408957799,0.287224897570237,3397442166427.0,0.38856706278090786,1682641018500.0,523.0814035891,3.4844130936,258867849.0,0.1234598755,ASM
96,Q4 2019,188306977799,3.6858099221644305,3858591063229.0,0.020680916799924218,1201146819360.0,1.8858531412,1.8858531412,258867849.0,0.15401551074723246,ASM
97,Q1 2020,134989883718,-0.4226109267531971,3206617974030.0,-0.08285607081563409,1229622282750.0,521.4625309379,2.3103571103,258867849.0,0.1312172468,ASM
98,Q2 2020,135221156040,0.8393451866685507,2940364688732.0,-0.19581111359632553,2265093678750.0,522.3559301101,3.8137578738,258867849.0,0.1434726561,ASM
99,Q3 2020,98431154980,-0.2730823973543136,2855242944054.0,-0.15959042003155466,4115998799100.0,380.2370798855,7.3904020368,258867849.0,0.1320542568,ASM
100,Q4 2020,119404713589,-0.3659039352410334,3672180466959.0,-0.04831053439335064,3507659353950.0,461.2485011474,7.3773445173,258867849.0,0.1123627108,ASM
101,Q1 2021,113868120251,-0.15646923225094647,2796545340863.0,-0.1278832204173142,3339395252100.0,439.8696890744,7.1518856692,258867849.0,0.1047725021,ASM
102,Q2 2021,91617432903,-0.322462286331153,3514612675138.0,0.19529821882524312,4840828776300.0,332.5464832985,11.4353503695,258867849.0,0.0916545613,ASM
103,Q3 2021,260859532270,1.6501724207442598,2429087226949.0,-0.14925375019049178,5350775356800.0,1007.6938224569,9.1349162489,336526752.0,0.1246420961,ASM
104,Q4 2021,135446511067,0.13434810901366148,2724705180185.0,-0.2580143583081094,6562271664000.0,402.4836369235,10.9291646314,336526752.0,0.1242969419,ASM
105,Q1 2022,208816194139,0.8338424633576592,3226451625770.0,0.15372762909480775,5283470006400.0,620.5039952931,7.5831336021,336526752.0,0.1393867299,ASM
106,Q2 2022,225987095206,1.466638586624272,4024160793931.0,0.14497987855034203,3237387354240.0,671.5278766486,3.8952604994,336526752.0,0.1599726083,ASM
107,Q3 2022,152635315910,-0.41487545200373827,3359759780444.0,0.3831367367832032,3324884309760.0,453.5607199216,4.5994643335,336526752.0,0.1357953025,ASM
108,Q4 2022,43755956451,-0.6769502875614444,3197318597435.0,0.17345488263721467,2877303729600.0,130.0222231693,4.5788486287,336526752.0,0.1190120455,ASM
109,Q1 2023,69255742140,-0.6683411340506502,3064345439329.0,-0.05024286902250177,4038321024000.0,205.7956513959,8.2140782022,336526752.0,0.0924798847,ASM
110,Q2 2023,80219162172,-0.6450276857672971,3256708264194.0,-0.19071119893977057,3466225545600.0,239.1985159949,7.783975993,336526752.0,0.0660140034,ASM
111,Q3 2023,45340608112,-0.7029481162882733,2876710354808.0,-0.14377498904762887,3109507188480.0,13.0338602648,13.0338602648,336526752.0,0.15401551074723246,ASM
112,Q4 2016,15456804632,0.18839683976404722,658268269255.0,0.6314672169858011,626433408000.0,278.9998662834,11.3507717311,108005760.0,0.0295476563,BCG
113,Q1 2017,3088157239,-0.33186603129568176,396488379640.0,0.49215711518707966,756040320000.0,43.4885817163,28.8648540809,108005760.0,0.0226920731,BCG
114,Q2 2017,15984953012,9.280991582601684,384815934477.0,0.1265471274357891,631833696000.0,183.6859824833,16.9921242764,108005760.0,0.0324442269,BCG
115,Q3 2017,12068071275,11.017659093891263,538175916297.0,0.3882942271928123,631833696000.0,116.9231798028,13.5435562357,108005760.0,0.0420509207,BCG
116,Q4 2017,15351636380,-0.006804009916918513,645128431425.0,-0.019961220134263966,660995251200.0,142.3018931272,48.5490182904,108005760.0,0.0418081404,BCG
117,Q1 2018,3134213838,0.014913942340226803,362499642538.0,-0.08572442181750897,600512025600.0,29.0189508226,12.9034496856,108005760.0,0.0418477069,BCG
118,Q2 2018,9235019998,-0.4222679296543934,241398038565.0,-0.3726921966132146,663155366400.0,85.5048841654,16.6668260464,108005760.0,0.0357855611,BCG
119,Q3 2018,2022819081,-0.8323825709257754,232077999200.0,-0.5687692589500336,664235424000.0,18.7288074358,22.3319783019,108005760.0,0.0267628256,BCG
120,Q4 2018,-29086825856,-2.8947052376705655,278181338117.0,-0.5687969641912453,648034560000.0,-269.308098531,-40.9089671686,108005760.0,-0.0134178636,BCG
121,Q1 2019,9257540834,1.9537042819986428,228526072536.0,-0.3695826265206754,660995251200.0,85.7133993039,-77.1159563504,108005760.0,-0.0078684261,BCG
122,Q2 2019,58857516923,5.373296098519179,468472523154.0,0.9406641658683437,864046080000.0,544.9479446559,21.0480866952,108005760.0,0.0375896646,BCG
123,Q3 2019,48987173747,23.217278849664954,244740879924.0,0.05456303814946022,672875884800.0,453.5607521951,7.6449785108,108005760.0,0.0784356527,BCG
124,Q4 2019,2210882277,1.0760097470911885,634139844635.0,1.2795916107366188,542188915200.0,20.470040459,4.7386754706,108005760.0,0.1030492761,BCG
125,Q1 2020,1293312867,-0.8602962827611763,384950727865.0,0.6844936929652008,616712889600.0,11.9744804999,5.5385636335,108005760.0,0.0930723744,BCG
126,Q2 2020,15785136916,-0.7318076306778145,521990803904.0,0.1142399566781146,1001002393600.0,146.1508804345,12.3972717056,136005760.0,0.0558392658,BCG
127,Q3 2020,32540777775,-0.33572861453366015,781702508459.0,2.1940005637870716,2733715776000.0,282.9491129401,29.8625412319,204008640.0,0.0406299902,BCG
128,Q4 2020,165258040039,73.74755293766371,213665165642.0,-0.6630630176456078,2777340111000.0,1466.7123530401,8.6397162657,203468140.0,0.1561301972,BCG
129,Q1 2021,117965264922,90.21169976112208,634341027191.0,0.6478499227918326,4195274153400.0,887.3193642694,6.3717990738,297537174.0,0.2000194516,BCG
130,Q2 2021,224903642980,13.247810720731541,813238383231.0,0.5579553837897951,7230153328200.0,1250.9428369376,8.8768670556,297537174.0,0.2673020426,BCG
131,Q3 2021,165854339868,4.096815479174576,457439869146.0,-0.4148159124527198,10086502876200.0,860.6507056264,7.824139589,446305437.0,0.2660389632,BCG
132,Q4 2021,97610652496,-0.40934400242817587,713245591475.0,2.338146343751964,9311150584500.0,335.3304788045,8.9825076489,503305437.0,0.2019625981,BCG
133,Q1 2022,270673884678,1.294521907418872,1263576179637.0,0.9919508993961657,7675407914250.0,846.3374405029,6.5241080966,503305437.0,0.1993304747,BCG
134,Q2 2022,248054817173,0.10293819115708483,912350051889.0,0.12187283667579592,4246402271120.0,610.8899015642,4.1373086462,533467622.0,0.1575512388,BCG
135,Q3 2022,26416924742,-0.840722137491098,1178152168876.0,1.5755345092143072,3920987021700.0,57.3655937141,5.2658899335,533467622.0,0.109823612,BCG
136,Q4 2022,-202162475405,-3.071110787967373,1242306732051.0,0.7417657352524192,4465123996140.0,-393.0337204751,12.3165000864,533467622.0,0.051463518,BCG
137,Q1 2023,13009796619,-0.9519355307052367,726503748399.0,-0.4250415921834567,5761450317600.0,24.5722412774,67.019844193,533467622.0,0.0123052015,BCG
138,Q2 2023,120799211435,-0.5130140474121434,1151992758690.0,0.2626653073618237,5019930323020.0,215.1322237953,-95.2714799911,533467622.0,-0.0070580854,BCG
139,Q3 2023,5693019749,-0.7844934713407907,1040644442182.0,-0.11671474222653885,4630498958960.0,10.6868181426,-73.8982745283,533467622.0,-0.0092859731,BCG
168,Q4 2016,82987901070,-0.2533008358871646,977193169542.0,0.17088382811026695,8413518800000.0,1822.4785851925,13.4100393389,45478480.0,0.2773395553,BMP
169,Q1 2017,100138674375,-0.49504408098249986,831558219258.0,0.15091488212205212,6573433321400.0,2201.89140831,12.5310562343,81860938.0,0.2283729636,BMP
170,Q2 2017,127883339167,-0.13123337243292713,1009832682204.0,-0.009071733266325658,6286920038400.0,1562.2022211253,12.4430959458,81860938.0,0.2146169897,BMP
171,Q3 2017,120023080150,-0.3821007389453523,966785211579.0,0.007528559821455718,6966365823800.0,1466.1825662198,16.162024505,81860938.0,0.1801320221,BMP
172,Q4 2017,123306480712,0.4858368403364175,1248431441198.0,0.27756873472941535,4363187995400.0,1506.2920572936,9.3893588927,81860938.0,0.1955072459,BMP
173,Q1 2018,86579421669,-0.13540475536178176,663287806939.0,-0.20235553978306872,4469607214800.0,1057.6402345768,9.763394891,81860938.0,0.1872013804,BMP
174,Q2 2018,138568882211,0.08355695991051647,1167437715957.0,0.15607044268860534,4625142997000.0,1692.735089488,9.8727033764,81860938.0,0.1908143765,BMP
175,Q3 2018,115401192320,-0.038508325433939464,1069869267572.0,0.10662560283130332,3945697211600.0,1409.7223308142,8.5062980925,81860938.0,0.1882769085,BMP
176,Q4 2018,87534796753,-0.29010384330528344,1229377943858.0,-0.015261949283907962,3880208461200.0,1069.3109423325,9.0741721644,81860938.0,0.1737857415,BMP
177,Q1 2019,91081861879,0.05200358379862118,931856937524.0,0.4049058761149506,4117605181400.0,1112.6413171445,9.5185655632,81860938.0,0.1754435259,BMP
178,Q2 2019,117118396161,-0.15480016658673168,1179758561682.0,0.010553749940227055,4346815807800.0,1430.699415648,10.5726893173,81860938.0,0.1659956394,BMP
179,Q3 2019,120005038488,0.0398942686418164,1070108464635.0,0.0002235759734858469,3716486585200.0,1465.9621721901,8.9394471336,81860938.0,0.1670272998,BMP
180,Q4 2019,94561203607,0.08026987112138569,1161230989683.0,-0.055432061812613224,3781975335600.0,1155.1443938622,8.9457824883,81860938.0,0.1695920379,BMP
181,Q1 2020,102368579717,0.12391839171002153,1020368268007.0,0.09498381878035907,4133977369000.0,1250.5180397151,9.5241256091,81860938.0,0.1736591482,BMP
182,Q2 2020,156252883148,0.33414466274967347,1256369049856.0,0.06493742928618823,4461421121000.0,1908.7599893859,9.4284383855,81860938.0,0.1889081092,BMP
183,Q3 2020,153141703577,0.27612728187503166,1117051820236.0,0.043867848122303904,4682445653600.0,1870.7543221286,9.247916811,81860938.0,0.2057877012,BMP
184,Q4 2020,110894725344,0.17272963027081112,1306650670728.0,0.12522890134433767,4813423154400.0,1354.6720579234,9.2107846312,81860938.0,0.2123762915,BMP
185,Q1 2021,83958490831,-0.17984120651956942,1155295181456.0,0.13223354516163213,4739748310200.0,1025.6233666783,9.399640976,81860938.0,0.2087095485,BMP
186,Q2 2021,41833119852,-0.73227297308571,1457116382345.0,0.1597837295594068,4878911904800.0,511.0266368802,12.5155489322,81860938.0,0.1635995144,BMP
187,Q3 2021,-25957513573,-1.1694999661535599,528695987466.0,-0.5267041529422491,4878911904800.0,-317.0927942824,23.1525609453,81860938.0,0.0891800946,BMP
188,Q4 2021,114449584904,0.03205616451975222,1423830480640.0,0.08967952379094046,4919842373800.0,1398.0976482825,22.9495074163,81860938.0,0.0924272308,BMP
189,Q1 2022,127447346279,0.5179804331587938,1352930110866.0,0.17106877322981984,4747934404000.0,1556.876202408,18.4190854881,81860938.0,0.1108368036,BMP
190,Q2 2022,145243612706,2.471976587446801,1558307433292.0,0.06944610064993498,4895284092400.0,1774.2725194036,13.5534720115,81860938.0,0.1528967253,BMP
191,Q3 2022,175137395329,7.747079023438174,1498803762184.0,1.8349066339006155,4960772842800.0,2139.4501407863,8.8226346737,81860938.0,0.2295841176,BMP
192,Q4 2022,248432342507,1.1706705421027466,1414791949283.0,-0.006348038955407989,5091750343600.0,3034.80938011,7.3339758184,81860938.0,0.2750282119,BMP
193,Q1 2023,280745268354,1.2028333782596734,1449930904096.0,0.07169682487731059,8317071300800.0,3429.5388644826,9.7898733717,81860938.0,0.3203605446,BMP
194,Q2 2023,294608401481,1.0283742327267913,1347527865522.0,-0.13526186378044666,7531206296000.0,3598.8886601935,6.9492890937,81860938.0,0.3662348863,BMP
195,Q3 2023,208790145826,0.19215057089197005,935937147748.0,-0.37554390283609385,7858650048000.0,2550.5467067333,7.6107219655,81860938.0,0.3672521395,BMP
196,Q4 2016,262999392841,0.29309269014225653,5645663502598.0,0.2755845694726707,39807578889000.0,386.4958611047,35.4370224587,680471434.0,0.1038988177,BVH
197,Q1 2017,380484637912,-0.007611377117043118,5339034915931.0,0.24778229270441268,40215861749400.0,559.1485827339,30.7154952965,680471434.0,0.102705065,BVH
198,Q2 2017,696325905466,0.8164537520026891,6129542381023.0,0.2518379486194678,35180373137800.0,1023.29924619,21.6857003404,680471434.0,0.123570491,BVH
199,Q3 2017,179014116355,-0.4349267436185374,6184101391390.0,0.22334177510643602,55798657588000.0,263.0736683577,37.2672937608,680471434.0,0.1122944411,BVH
200,Q4 2017,307136940476,0.16782376247417416,7356537373953.0,0.3030421261500436,62603371928000.0,451.359050696,40.2476718845,680471434.0,0.1144971472,BVH
201,Q1 2018,430118043651,0.13044785726797045,6801800573563.0,0.2739756680120772,54669141852000.0,632.088317246,33.2446553471,700886434.0,0.1164407218,BVH
202,Q2 2018,329301728954,-0.5270867759348657,7668951270267.0,0.25114581049475965,67565452237600.0,481.6038958176,53.0913127645,700886434.0,0.0879620885,BVH
203,Q3 2018,79693380222,-0.5548206932242072,7825388955529.0,0.26540437490629304,64621729214800.0,116.5419314266,55.1156459929,700886434.0,0.0793978826,BVH
204,Q4 2018,231058465646,-0.24770213153811385,8568666590276.0,0.16476898773256257,53757989487800.0,335.3366221148,48.2353135941,700886434.0,0.0728886764,BVH
205,Q1 2019,401903315858,-0.06559763815882501,8048298572471.0,0.18326000379264937,59785612820200.0,639.9638903569,56.5424631197,700886434.0,0.0726020322,BVH
206,Q2 2019,243206881082,-0.2614466925074254,8814506703449.0,0.14937576114525458,49622759527200.0,347.7586828214,51.2127585738,700886434.0,0.0666976252,BVH
207,Q3 2019,344569656628,3.323692327620441,9032023294750.0,0.1541948069390796,43648578523200.0,491.6198115885,33.9273502091,742322764.0,0.0828964074,BVH
208,Q4 2019,89806961419,-0.6113236484631062,9944007430056.0,0.16050815203158694,34295311696800.0,127.2141797456,31.5073285451,742322764.0,0.0661891104,BVH
209,Q1 2020,126436427045,-0.6854058624147495,8755389665503.0,0.08785597187591761,30138304218400.0,180.0107246085,35.9966095227,742322764.0,0.0463631899,BVH
210,Q2 2020,508078719032,1.0890803614256928,9209339297905.0,0.04479349868796483,37487299582000.0,712.7358914883,34.1739195865,742322764.0,0.057969558,BVH
211,Q3 2020,460552972700,0.33660339452703597,9593682959802.0,0.0621853649755834,39714267874000.0,636.7111335071,33.1382960957,742322764.0,0.0605691134,BVH
212,Q4 2020,456571292446,4.083918721131629,10629404234602.0,0.06892561267345515,42535094377200.0,622.0992007586,27.5384002247,742322764.0,0.0783712141,BVH
213,Q1 2021,469132412435,2.7104213034114846,9359074163685.0,0.06895004348699289,37932693240400.0,631.9790193515,20.024275167,742322764.0,0.0942667773,BVH
214,Q2 2021,440413282409,-0.13317904113739956,10248923053367.0,0.11288364146801401,48028282830800.0,565.3982150937,26.2928081606,742322764.0,0.0886288981,BVH
215,Q3 2021,448045969399,-0.027156492395820332,9625017779148.0,0.003266192918537586,41124681125600.0,570.1126367546,22.9833545498,742322764.0,0.0865188642,BVH
216,Q4 2021,524538859697,0.1488651791637529,10763617237573.0,0.012626578123174123,46098243644400.0,706.6183136706,24.30445368,742322764.0,0.089719095,BVH
217,Q1 2022,470686659056,0.003313023316664027,10014442837642.0,0.07002494717906564,42906255759200.0,634.0727805782,22.7778322731,742322764.0,0.0885493619,BVH
218,Q2 2022,332126287758,-0.24587586018905938,10804435834439.0,0.0542020637855703,38971945110000.0,447.4149303577,21.9511061909,742322764.0,0.0824939081,BVH
219,Q3 2022,384172826508,-0.14255935161447422,10660316136691.0,0.10756326702958505,37487299582000.0,517.5280149539,21.9028688567,742322764.0,0.0786606361,BVH
220,Q4 2022,341515625774,-0.34892216380064467,11260676329723.0,0.046179558523773534,33330292103600.0,460.0635226835,21.4896305477,742322764.0,0.0708830038,BVH
221,Q1 2023,528218575806,0.12222975867934072,10498304763879.0,0.04831641001716778,34629356940600.0,711.5753435335,21.8339404315,742322764.0,0.0741978363,BVH
222,Q2 2023,402257919584,0.2111595330180567,10538407611787.0,-0.02462212990372329,31660065884600.0,546.1371539887,17.5477305274,742322764.0,0.0782548196,BVH
223,Q3 2023,433659762884,0.1288142548389468,10391709658069.0,-0.02519685862762569,30323884909400.0,584.1930005584,17.7784723794,742322764.0,0.0810560207,BVH
224,Q4 2016,90619030831,2.425099318062222,383189943323.0,-0.10447041303062606,9216388971400.0,372.5928486305,12.5237898056,241266727.0,0.2235166395,CII
225,Q1 2017,1227333368951,46.75922313433627,143883691146.0,-0.3749762061309523,8002959412500.0,4929.8017590969,3.9338670684,246244905.0,0.5145201875,CII
226,Q2 2017,337620470766,1.4260568866215269,861324920914.0,1.9610049139316568,7879836960000.0,1358.2391178348,3.4691314291,246244905.0,0.538709201,CII
227,Q3 2017,-65870005368,-1.1097784797483587,449554127431.0,0.3411298750315506,9234183937500.0,-269.3735465384,5.7218524432,246244905.0,0.3517948623,CII
228,Q4 2017,10630566644,-0.8826894687957381,637714979857.0,0.664226817454483,7707465526500.0,43.8263266476,5.783949621,246244905.0,0.3103285277,CII
229,Q1 2018,2243304959,-0.998172212199431,684593144243.0,3.757962064987182,6166777755600.0,9.1973433854,21.5507218265,244713403.0,0.0575896529,CII
230,Q2 2018,38318782015,-0.8865033807693544,912160168082.0,0.059019826239389284,5738529300350.0,156.3042396712,-390.6053504226,244713403.0,-0.0029722266,CII
