,ReportDataID,TermID,TermYear,TernDay,NormID,GroupName,NormGroupID,NormName,UnitCode,CssStyle,NormTypeID,FromSource,NormValue,ReportTime
121,36263,1,2018,2018-12-03 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.5,04/12/2018
122,36262,1,2018,2018-12-03 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.97,04/12/2018
123,36261,1,2018,2018-12-03 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.83,04/12/2018
124,36260,1,2018,2018-12-03 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.69,04/12/2018
125,36259,1,2018,2018-12-03 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.8,04/12/2018
126,57022,1,2018,2018-12-02 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,03/12/2018
127,36257,1,2018,2018-12-02 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.68,03/12/2018
128,36256,1,2018,2018-12-02 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.54,03/12/2018
129,36255,1,2018,2018-12-02 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.34,03/12/2018
130,36254,1,2018,2018-12-02 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.87,03/12/2018
131,36253,1,2018,2018-12-02 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.85,03/12/2018
132,36252,1,2018,2018-12-02 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.78,03/12/2018
133,57021,1,2018,2018-11-29 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,30/11/2018
134,36250,1,2018,2018-11-29 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.8,30/11/2018
135,36249,1,2018,2018-11-29 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.36,30/11/2018
136,36248,1,2018,2018-11-29 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.15,30/11/2018
137,36247,1,2018,2018-11-29 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.87,30/11/2018
138,36246,1,2018,2018-11-29 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.74,30/11/2018
139,36245,1,2018,2018-11-29 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.44,30/11/2018
140,57020,1,2018,2018-11-28 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,29/11/2018
141,36243,1,2018,2018-11-28 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.96,29/11/2018
142,36242,1,2018,2018-11-28 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.28,29/11/2018
143,36241,1,2018,2018-11-28 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.09,29/11/2018
144,36240,1,2018,2018-11-28 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.76,29/11/2018
145,36239,1,2018,2018-11-28 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.73,29/11/2018
146,36238,1,2018,2018-11-28 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.6,29/11/2018
147,57019,1,2018,2018-11-27 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,28/11/2018
148,36236,1,2018,2018-11-27 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.67,28/11/2018
149,36235,1,2018,2018-11-27 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.63,28/11/2018
150,36234,1,2018,2018-11-27 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.98,28/11/2018
151,36233,1,2018,2018-11-27 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.84,28/11/2018
152,36232,1,2018,2018-11-27 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.76,28/11/2018
153,36231,1,2018,2018-11-27 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.77,28/11/2018
154,57018,1,2018,2018-11-26 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,27/11/2018
155,36229,1,2018,2018-11-26 17:00:00,298,,0,6 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.57,27/11/2018
156,36228,1,2018,2018-11-26 17:00:00,297,,0,3 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.22,27/11/2018
157,36227,1,2018,2018-11-26 17:00:00,296,,0,1 Months,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,5.02,27/11/2018
158,36226,1,2018,2018-11-26 17:00:00,295,,0,2 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.95,27/11/2018
159,36225,1,2018,2018-11-26 17:00:00,294,,0,1 Weeks,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.74,27/11/2018
160,36224,1,2018,2018-11-26 17:00:00,293,,0,Overnight,%,Padding1,66,Ngân hàng Nhà nước Việt Nam,4.8,27/11/2018
161,57017,1,2018,2018-11-25 17:00:00,501,,0,9 months,%,Padding1,66,,0.0,26/11/2018
