,quarter,cash_cycle,net_profit,profit_growth_(%),revenue,revenue_growth_(%),market_capital,eps_(vnd),p/e,p/b,p/s,p/cash_flow,outstanding_share,ev/ebitda,bvps_(vnd),cash_ratio,dept/equity,roe_(%),roa_(%),days_sales_outstanding,days_inventory_outstanding,quick_ratio,days_payable_outstanding,gross_profit_margin_(%),ebit_margin_(%),net_profit_margin_(%),current_ratio,asset_turnover,(st_+_lt_borrowings)/equity,financial_leverage,roic_(%),interest_coverage,fixed_asset_turnover,symbol,net_interest_income,net_interest_income_growth_(%)
567,Q3 2018,519.4295304688,318024066562,0.23925066120337896,1289226810151.0,0.6176877430127515,8115855459200.0,931.0959472297,7.6706244826,1.8000806285,1.8280605134,-10.6842486115,349821356.0,6.3190654806,12888.3115750315,0.164820164,1.3984057012,0.2510655459,0.0888867485,81.8188348692,486.8370289962,1.1961425928,49.2263333966,0.4338505119,0.2744217387,0.2466781361,2.0235076545,0.0997277064,0.5024388354,2.8245554067,0.2029903671,8.4948412233,18.2818988599,DXG,,
568,Q4 2018,970.4232477649,428104132859,0.4692761764167086,1408873808172.0,0.16823928359391996,7696069832000.0,1245.0448445613,6.5354673309,1.5393172926,1.6567367186,-8.2656683513,349821356.0,5.7435076785,14292.0501868902,0.2355478766,1.2101895552,0.265076322,0.0935493973,78.0600691703,1012.902862237,1.3694421807,120.5396836424,0.7237726691,0.5499944725,0.3039017249,2.3373628404,0.1035338593,0.4598271022,2.8335438768,0.2248338943,14.743600392,18.9661773605,DXG,,
569,Q1 2019,498.5124604473,307356726007,-0.035002219931371245,1498290370125.0,0.2658523867796439,6699078967400.0,893.1313227345,5.677222117,1.2826780716,1.3506241547,-459.8108304359,349821356.0,4.8843592533,14929.700930806,0.2417213976,1.1676032259,0.2467294609,0.0864890272,76.989030285,490.4183705087,1.3453242616,68.8949403464,0.4676869002,0.3185998842,0.205138291,2.19601574,0.1065513518,0.4013143442,2.8527255869,0.2264652931,10.0986946608,18.5515084177,DXG,,
570,Q2 2019,1050.2973484143,249029871454,1.1912495755503805,842413139530.0,0.10295595428227501,8524467620400.0,719.7210913411,5.5611150436,1.5613002186,1.6918248566,-21.1510746853,519784611.0,6.657397691,10504.0656525266,0.1343340941,1.187719235,0.258039428,0.090594969,142.3627295685,1042.4982164842,1.3738544939,134.5635976384,0.5650332092,0.2933544055,0.2956148946,2.1371355196,0.0556100521,0.4177828172,2.8482754706,0.1996405144,5.234909255,9.3881805508,DXG,,
571,Q3 2019,851.7963042721,350544801679,0.10225872358832931,1457127466661.0,0.13023360605596987,6692472166800.0,801.1735053787,4.3913544202,1.1527217922,1.285401281,-24.8166886661,518796292.0,4.7500422229,11190.9049414736,0.1911058687,1.3028657637,0.2485158427,0.0860317946,85.4529724285,851.7912571582,1.2709714193,85.4479253146,0.6558912942,0.4849694655,0.2405725029,2.0094845956,0.0858437119,0.4352658937,2.8886511551,0.2209870948,13.3613214967,15.0743622938,DXG,,
572,Q4 2019,504.6321209583,309583356782,-0.27685034312910006,2016961573886.0,0.43161265557416245,5473300880600.0,689.0361636782,4.5099047999,0.7831373495,0.9414685987,-3.3336119905,518796292.0,4.4056542733,13471.4555586299,0.1090199275,1.1544107132,0.207266366,0.0713733987,74.7517690163,500.9844144214,1.3490709071,71.1040624794,0.4718662313,0.3313257593,0.1535824656,2.3453552412,0.1064270832,0.4767897894,2.9039722057,0.18885448,13.0560757666,8.7403945247,DXG,,
573,Q1 2020,2767.1549555561,67516532635,-0.780331689785561,601742509328.0,-0.5983805800755447,5551120324400.0,149.951927544,5.1876125468,0.7901620522,1.1289580234,-1.4306524002,518796292.0,6.8110356811,13541.526032316,0.098517656,1.3590201775,0.1545378091,0.0520313451,254.0043455943,2882.6431108623,1.1630794818,369.4925009005,0.6048251403,0.2628557165,0.1122017002,2.3488001388,0.0292568361,0.6225925204,2.9700906036,0.1429547898,3.2693729025,1.668920176,DXG,,
574,Q2 2020,6102.00645996,-555637544060,-3.231208412130733,478084513382.0,-0.43248212670479785,6115788735800.0,-1173.4320665638,34.0447502433,0.9524725486,1.3433318829,-2.181993663,518287181.0,7.4214691195,12388.8084935058,0.1862942568,1.3677666109,0.0262196072,0.0086420936,262.526698762,6430.9976589735,1.1660940601,591.5178977755,0.7470708129,0.3526379817,-1.1622161532,2.5325727155,0.0229114097,0.6757585423,3.0339415972,0.1261175343,1.8300896348,1.3422617194,DXG,,
575,Q3 2020,2195.7812517353,100026101981,-0.7146552979764462,803283692593.0,-0.4487210549714498,10365743620000.0,201.5573811603,-132.5218340869,1.5829863177,2.6629783408,-4.8884721776,518287181.0,12.1141785147,12634.3479895193,0.1941825036,1.4469899368,-0.0116384898,-0.0037457487,143.1243544932,2436.3113337734,1.0251239884,383.6544365313,0.797681628,0.4845688507,0.1255089442,2.2532652104,0.0373236868,0.6569059043,3.107119741,0.0955733099,4.2018968651,2.2624305087,DXG,,
576,Q4 2020,1783.8039970826,-43834790951,-1.1415928537200637,1015739476051.0,-0.4964011763030195,12438892344000.0,-84.2612565767,-25.1758911001,2.0212093252,4.3031413806,-15.9963265878,518287181.0,22.7574145289,11874.0793941844,0.1714611565,1.5746618102,-0.065918493,-0.0197518922,115.067491642,1773.5229581129,0.885650645,104.7864526723,0.5106905309,0.1249375581,-0.0432354215,1.9194600858,0.0443337569,0.6510682899,3.3373254811,0.0566922776,1.6588933796,2.869158078,DXG,,
577,Q1 2021,743.5471607018,531065287860,6.865707362831904,2975716278957.0,3.9451654699950507,10754459005750.0,1024.0369765488,340.2474617028,1.6123872693,2.0513609931,17.7307644591,518287181.0,10.4985084489,12869.1167409406,0.2111516592,1.6524595781,0.0048918397,0.0013763723,52.8144411667,735.1428006895,0.9632636338,44.4100811544,0.5878727707,0.3470276291,0.1797974983,1.9364397191,0.1201040009,0.7373846801,3.5541545636,0.1111012413,8.8274027282,8.3915722925,DXG,,
578,Q2 2021,575.2233693429,298948315706,1.538027566534846,3541125223518.0,6.406902178168995,14394017322300.0,575.2984737337,16.2438542144,1.6924725536,1.7284570775,12.5551828225,596025562.0,7.9725573429,14269.0644810683,0.3981247642,1.1843354379,0.1267841063,0.0354915495,56.3798501045,554.4089742548,1.2006512675,35.5654550164,0.5492310203,0.2993513554,0.0837112983,2.1614995967,0.1318115783,0.5366470594,3.5722336221,0.1556874947,7.3909792767,9.8171738284,DXG,,
579,Q3 2021,1796.8901021857,51966940811,-0.4804662005036331,1302620715375.0,0.6216197681919073,20622484445200.0,87.1808400307,24.6048904512,2.4244149755,2.3346230449,37.4564691469,596025562.0,10.461581377,14271.4841929145,0.307464467,1.1801944728,0.1121406026,0.031777277,122.6046936666,1797.9942531015,0.9646229328,123.7088445824,0.6007256564,0.2683252932,0.0398941459,1.8729714356,0.0462602522,0.5001057497,3.5289556981,0.143529367,2.4569157643,3.2296781518,DXG,,
580,Q4 2021,909.4388387105,275279783946,7.2799383314891815,2287171930502.0,1.2517308664561164,22235575674000.0,460.7967095448,18.903717248,2.5355631138,2.2038584365,17.8589242937,607529390.0,10.5152186089,14434.6633693837,0.2065075786,1.1114309715,0.1426502864,0.0419883985,70.0441681043,902.4536689407,0.9745740365,63.0589983345,0.4934624393,0.1205906057,0.1216138572,1.9031443252,0.0796720522,0.3347845259,3.397373834,0.1460261524,2.0561238625,5.287337089,DXG,,
581,Q1 2022,1382.9556474877,270193641361,-0.4912233061780744,1792196132625.0,-0.39772613898084,15978022957000.0,452.7430365919,17.5098622327,1.7368116493,1.7909512315,13.8911815143,607529390.0,10.2803742391,15142.689772982,0.1391019053,1.0665570488,0.1025029708,0.0316067939,90.4676052064,1385.3120804999,0.9979387812,92.8240382186,0.5783535189,0.3367511951,0.150761201,1.8630136997,0.0627459551,0.3083462144,3.243067653,0.1209580195,5.842943558,4.3960851139,DXG,,
582,Q2 2022,1445.193021441,133111933294,-0.5547326199860293,1567867636734.0,-0.557240273142227,8235425466000.0,221.9640577098,11.0858185561,0.8794917298,1.1921267726,-13.2492680083,610031516.0,10.6983864881,15349.7748097756,0.1872212052,1.1255693267,0.0815368407,0.0251694019,100.9581885992,1428.9213096513,1.0784636475,84.6864768095,0.5116460351,0.1587955508,0.0858893965,2.053718164,0.0522878228,0.4178739089,3.2395223756,0.0773978495,2.4417785972,4.0148764451,DXG,,
583,Q3 2022,2090.0083611092,153139163249,1.9468573839271404,1256153376482.0,-0.03567219401974805,8601444375600.0,254.1078655848,10.2166324142,0.9005927274,1.2537427542,-2.821970642,610031516.0,12.9482714888,15656.3556093289,0.0790577094,1.1473382805,0.0901993709,0.0279958876,123.9862319556,2096.9476339619,1.0294013126,130.9255048083,0.5429414672,0.1758500945,0.1220179032,2.0966600612,0.04067605,0.4104111753,3.2218793076,0.0697964108,1.8971369376,3.3008420405,DXG,,
584,Q4 2022,2313.6400461935,-407619188073,-2.4807450886148628,1016396954213.0,-0.5556097289153439,8235425466000.0,-672.3798880241,38.0889961189,0.8907831249,1.4941674667,-2.0963426267,610031516.0,19.8353071094,15155.2040258851,0.0719606467,1.1948019665,0.0159626457,0.004905558,168.8776859457,2316.6984751778,1.0248773414,171.93611493,0.4406517652,-0.2684757968,-0.4140934968,2.1768966353,0.0317164835,0.4116483395,3.2539918707,0.0408573691,-1.6163828129,2.5533072966,DXG,,
585,Q1 2023,6178.042153613,-95012361879,-1.3516454399163895,415948155432.0,-0.7679114758367614,11560097228200.0,-156.0628674009,-53.3177384515,1.2634957826,2.7739887725,-3.3471338388,610031516.0,76.9263488459,14998.0714306406,0.0493715501,1.1759727411,-0.0232397764,-0.0070390041,399.1782444959,6238.7659455233,0.9604406224,459.9020364062,0.440045216,-0.0130289174,-0.2512935853,2.2042885656,0.0123456819,0.4258720472,3.3015716291,0.0098054995,-0.0350637585,0.9742309874,DXG,,
586,Q2 2023,3155.4025512303,156189955267,0.17337305079949764,675966562465.0,-0.5688624813551895,10919564136400.0,256.2840748521,-52.4915917464,1.0922367254,3.0489355439,-3.9708700639,610031516.0,173.3111242672,15243.9481415055,0.0346772368,1.1589980104,-0.0207971919,-0.0062837065,191.9178546911,3175.7062982036,0.9395724716,212.2216016644,0.4064092738,0.1149924507,0.2188080939,2.0979531919,0.0234127526,0.4266752736,3.3097013586,0.0016691236,0.5710915953,1.871546246,DXG,,
587,Q3 2023,2126.4731145598,68053864954,-0.5556077001456099,1213881428313.0,-0.03365190028576557,13801470780250.0,111.5579493339,-42.3585290986,1.304446565,4.194770326,-13.810042986,720703435.0,104.3615861607,14680.5553506901,0.0500539651,1.1363558651,-0.0301057697,-0.0091090005,121.331559049,2145.7303715442,0.965706784,140.5888160334,0.4890139968,0.2715280702,0.0560630251,2.1501183246,0.0398018311,0.39339495,3.3050574302,0.0071411553,2.2978857723,3.1485462253,DXG,,
588,Q4 2016,,149898000000,1.32373839687963,,,13769648524800.0,121.9245068194,44.7925643184,1.0289578634,,,1229432904.0,,10884.7994642592,,,0.0232302244,0.0024880605,,,,,,,,,,,,,,,EIB,697083000000.0,-0.2677922626306552
589,Q1 2017,,136439000000,4.692548397863818,,,14937609783600.0,110.9771830573,35.447326514,1.1040292053,,,1229432904.0,,11005.143652133,,,0.0314450459,0.00332292,,,,,,,,,,,,,,,EIB,687423000000.0,-0.2541937989710519
590,Q2 2017,,190103000000,4.175828364507609,,,13708176879600.0,154.6265762044,23.8495570195,1.0020374741,,,1229432904.0,,11127.3283562773,,,0.0424753391,0.0044087903,,,,,,,,,,,,,,,EIB,684786000000.0,-0.07926942407447744
591,Q3 2017,,48529000000,-0.5065031473402687,,,19793869754400.0,39.4726706923,37.7048353141,1.442745932,,,1229432904.0,,11159.2759632379,,,0.0384725595,0.0039189271,,,,,,,,,,,,,,,EIB,601983000000.0,-0.1633733405972738
592,Q4 2017,,447759000000,1.987091222030981,,,18564436850400.0,364.1996240706,22.673451126,1.3091122616,,,1229432904.0,,11534.5340826949,,,0.0594273809,0.0059195174,,,,,,,,,,,,,,,EIB,693626000000.0,-0.00495923727877455
593,Q1 2018,,444481000000,2.2577268962686623,,,17212060656000.0,361.533354118,15.2201669154,1.1779280251,,,1229432904.0,,11885.2762664294,,,0.0801023925,0.007980528,,,,,,,,,,,,,,,EIB,667362000000.0,-0.02918290484897945
594,Q2 2018,,292880000000,0.5406384959732357,,,16843230784800.0,238.223655801,13.653179089,1.1244886467,,,1229432904.0,,12183.3155361848,,,0.085518894,0.0085412891,,,,,,,,,,,,,,,EIB,836747000000.0,0.22191020260344108
595,Q3 2018,,169923000000,2.5014733458344494,,,20285642916000.0,138.212504318,14.9704790549,1.3357239026,,,1229432904.0,,12352.8522382869,,,0.0917098857,0.0092434126,,,,,,,,,,,,,,,EIB,803229000000.0,0.3343051215732006
596,Q4 2018,,-246694000000,-1.550952633001235,,,20900359368000.0,-200.6567418197,31.7956513117,1.4042605317,,,1229432904.0,,12106.015669156,,,0.0442357126,0.0044776269,,,,,,,,,,,,,,,EIB,899557000000.0,0.2968905433187337
597,Q1 2019,,280528000000,-0.36886391094332494,,,22068320626800.0,228.1767471816,44.4355143797,1.4484329858,,,1229432904.0,,12392.7031320125,,,0.0329525521,0.0033263838,,,,,,,,,,,,,,,EIB,829051000000.0,0.2422808011244272
598,Q2 2019,,330044000000,0.12689155968314667,,,20408586206400.0,268.452227039,38.2325738243,1.3163949878,,,1229432904.0,,12610.1969042468,,,0.035112755,0.0035002993,,,,,,,,,,,,,,,EIB,834535000000.0,-0.0026435708762624784
599,Q3 2019,,271862000000,0.5999129017260759,,,21453604174800.0,221.1279688383,33.7458774106,1.3578312992,,,1229432904.0,,12851.3755802326,,,0.0414008955,0.0040909168,,,,,,,,,,,,,,,EIB,759893000000.0,-0.05395223529030949
600,Q4 2019,,-16302000000,0.933918133396029,,,18441493560000.0,-13.2597720461,21.39725065,1.1709395553,,,1229432904.0,,12810.2257136271,,,0.0556205746,0.0054435983,,,,,,,,,,,,,,,EIB,796887000000.0,-0.11413395704774684
601,Q1 2020,,366069000000,0.3049285632806707,,,21023302658400.0,297.7543548737,22.0908889818,1.3011480771,,,1229432904.0,,13142.2397655301,,,0.0602228346,0.0059211575,,,,,,,,,,,,,,,EIB,855974000000.0,0.032474479857089615
602,Q2 2020,,74928000000,-0.7729757244488614,,,21146245948800.0,60.9451723636,30.3582418668,1.3084501314,,,1229432904.0,,13145.3233010266,,,0.0436247804,0.0044182362,,,,,,,,,,,,,,,EIB,759410000000.0,-0.09002019088474421
603,Q3 2020,,430123000000,0.5821372608161494,,,21515075820000.0,349.8547989077,25.1691889385,1.2963145104,,,1229432904.0,,13499.8103157974,,,0.0528765239,0.0054857803,,,,,,,,,,,,,,,EIB,838579000000.0,0.10354878910583463
604,Q4 2020,,199061000000,13.2108330266225,,,32457028665600.0,161.9128624262,30.4787737401,1.9297272786,,,1229432904.0,,13680.6896458337,,,0.0651205326,0.0069470377,,,,,,,,,,,,,,,EIB,859773000000.0,0.07891457634520328
605,Q1 2021,,172128000000,-0.5297935635085189,,,32457028665600.0,140.006014155,37.0412541769,1.9100642629,,,1229432904.0,,13821.5244969562,,,0.0526503236,0.0056533715,,,,,,,,,,,,,,,EIB,817665000000.0,-0.04475486404960899
606,Q2 2021,,272695000000,2.6394271834294254,,,27662240340000.0,221.8055169989,25.7561079676,1.6002172521,,,1229432904.0,,14060.5908169186,,,0.0634607844,0.0067312395,,,,,,,,,,,,,,,EIB,983409000000.0,0.2949645119237303
607,Q3 2021,,329441000000,-0.23407722907168416,,,46042262254800.0,267.9617570019,47.3040989443,2.6093902066,,,1229432904.0,,14352.0121696694,,,0.0566351596,0.0059945329,,,,,,,,,,,,,,,EIB,737381000000.0,-0.12067795640005294
608,Q4 2021,,191173000000,-0.039626044277884666,,,36882987120000.0,154.7304384241,38.2034115121,2.0738362616,,,1229432904.0,,14465.9443733255,,,0.0553981789,0.0058969514,,,,,,,,,,,,,,,EIB,985847000000.0,0.146636379602523
609,Q1 2022,,647228000000,2.7601552333147423,,,36821515474800.0,526.4443468204,25.5609646646,1.9958494044,,,1229432904.0,,15006.1422140041,,,0.0809684579,0.0086484768,,,,,,,,,,,,,,,EIB,1244924000000.0,0.5225355127099729
610,Q2 2022,,871387000000,2.1954637965492583,,,47947883256000.0,708.771499445,23.5127507014,2.5139681216,,,1229432904.0,,15513.3232061276,,,0.1118130474,0.0120792426,,,,,,,,,,,,,,,EIB,1417523000000.0,0.441437896134772
611,Q3 2022,,1023545000000,2.106914439914886,,,33317631698400.0,832.5342521743,12.1893788975,1.6557186185,,,1229432904.0,,16367.5154085513,,,0.1449480676,0.0156990741,,,,,,,,,,,,,,,EIB,1491922000000.0,1.023271551613074
612,Q4 2022,,403592000000,1.111134940603537,,,28178513806900.0,273.5632998151,9.5658133239,1.3759107128,,,1475314859.0,,13881.7147235145,,,0.1508238596,0.0164648855,,,,,,,,,,,,,,,EIB,1437602000000.0,0.4582404774777425
613,Q1 2023,,696121000000,0.0755421582502611,,,30170188866550.0,471.8457200107,10.0747129575,1.4264174097,,,1475314859.0,,14336.6169404249,,,0.1482015576,0.016477049,,,,,,,,,,,,,,,EIB,1236609000000.0,-0.00667912258097683
614,Q2 2023,,422618000000,-0.5150053879619503,,,30378114282600.0,286.4595300235,11.9322835098,1.4180841168,,,1740866148.0,,12305.3349188337,,,0.1224337509,0.0137113868,,,,,,,,,,,,,,,EIB,1094223000000.0,-0.22807390074094036
615,Q3 2023,,241811000000,-0.7637514716011509,,,32902370197200.0,138.9026955538,18.6506359021,1.5200172871,,,1740866148.0,,12434.0691125898,,,0.0833135584,0.0094041592,,,,,,,,,,,,,,,EIB,868736000000.0,-0.4177068238151861
616,Q4 2016,29.5611518844,661138145325,-0.0018414527439653565,12615351927832.0,0.2041808950993918,21443209493100.0,1442.4122682045,10.7203421164,2.2404298334,0.5424339196,4.9494572692,461640678.0,6.37103354,20732.6287601462,0.3165436376,1.6128953964,0.2176241324,0.0748711316,38.5793865861,24.011151685,0.7065691055,33.0293863867,0.2247760913,0.0819113977,0.0533194281,1.2638575799,0.44040096,0.8682269901,2.9066494338,0.1545076743,9.9077170292,2.7391138104,FPT,,
617,Q1 2017,43.4248758636,412899887330,0.19442226762954357,9606952451575.0,0.10391873175615897,25774162292950.0,899.8313750739,12.4933744177,2.2415165183,0.6359043599,9.3110295145,530878729.0,7.6134109821,21659.4433292146,0.27204371,1.3374634514,0.2188931848,0.0750638218,51.256964579,30.6175730086,0.6707353349,38.449661724,0.2203744998,0.0694472428,0.0438410114,1.3659712358,0.325231629,0.8274240212,2.9160943248,0.1557179269,5.7947313583,2.0805524886,FPT,,
618,Q2 2017,26.1025988853,511685685004,-0.008367024287619781,10089127514119.0,0.09505913623671956,26650112195800.0,966.9894267764,12.9354978307,2.6638095042,0.6418669383,9.8712910433,530878729.0,7.2539969868,18845.191414776,0.3106166224,1.3082537355,0.2131290791,0.0731054804,47.5091164102,10.9060262764,0.7730907839,32.3125438013,0.244460868,0.0799145062,0.051442745,1.3719979327,0.3549241848,0.7288030304,2.9153639094,0.1555460688,7.9383700195,2.1569522011,FPT,,
619,Q3 2017,24.6193540406,582640652429,0.24546085459242076,10973968764817.0,0.10141565749013143,33976238656000.0,1101.0809311668,15.6354589847,3.1965960287,0.7976467993,16.4670663663,530878729.0,8.6820325605,20021.2974754959,0.3312978698,1.2782103394,0.2162278727,0.0749936495,47.4150528226,11.1396562703,0.7953674605,33.9353550523,0.2230442669,0.077115816,0.0537928169,1.3803766682,0.3751745673,0.6585064987,2.8832824375,0.1536559446,9.8127804959,2.2432954734,FPT,,
620,Q4 2017,21.7523328762,1419645450459,1.1472750596792984,12661494286639.0,0.003657635480243773,30411397245000.0,2679.8900229524,10.3238834602,2.648071374,0.7129017248,15.2223275541,533533285.0,8.0289070788,21525.099572738,0.3127454032,0.8908454843,0.2786629473,0.1056931312,41.3386239312,6.8063038349,0.8664336398,26.3925948899,0.22811155,0.070236065,0.1136103785,1.4424053671,0.4567244738,0.353775622,2.636528449,0.1534276301,12.4626784482,2.457286914,FPT,,
621,Q1 2018,45.6579981036,509013722111,0.23277757570367996,4756965340838.0,-0.5048413776568526,26566905346800.0,959.8109910023,8.7630467058,1.9245976182,0.6986803404,9.5535771899,613554396.0,6.8293945632,22498.2092835821,0.2922991955,0.7993679377,0.2747680266,0.1121954873,96.3146825395,10.7997210352,0.8348361099,61.4564054711,0.3905810782,0.1394356354,0.1071434464,1.5100191904,0.1898934775,0.3946482906,2.4490113934,0.1586607811,14.2737815788,0.9088572788,FPT,,
622,Q2 2018,44.0032673622,594282345873,0.16142069885803884,5479349328640.0,-0.4569055331125463,25155730236000.0,971.7439188043,8.0738975063,2.1387875485,0.7497542675,8.9032332122,613554396.0,6.5361769675,19169.7394298712,0.3411362263,0.8930549401,0.2714465973,0.117174098,75.9471993656,10.5546822618,0.7973373872,42.4986142652,0.3654688674,0.131332262,0.1085593396,1.4080321812,0.2134337581,0.4592398917,2.3166092326,0.1563133417,13.0507093112,1.0320325911,FPT,,
623,Q3 2018,38.1408583561,724917924600,0.24419386388137027,6047729557924.0,-0.4489022442533942,26505549907200.0,1185.3495478757,8.1434833081,2.2325216266,0.9217132799,9.2019958813,613554396.0,7.3809406585,19350.316469963,0.2980629372,0.9824389761,0.2763819538,0.1244352955,69.9139876215,11.0896557432,0.7250656304,42.8627850086,0.3803260154,0.1469846233,0.1200978871,1.3070021461,0.2220485709,0.495513872,2.2210897054,0.1598115744,14.3015788692,1.0954117986,FPT,,
624,Q4 2018,31.9947567916,786460440897,-0.4460162988986289,6975082049864.0,-0.4491106743044988,30553600081800.0,1284.5564454207,11.6044385987,2.4435468424,1.3161975389,8.4735199955,616621596.0,8.371182923,20277.9006071562,0.2720529935,1.013568663,0.2177044064,0.0958600116,68.891984924,9.1094565975,0.7171699101,46.0066847299,0.3698281914,0.1219740811,0.1131199544,1.2730885548,0.2405407901,0.4721400059,2.2710659305,0.1509901008,11.3354144151,1.147686067,FPT,,
625,Q1 2019,43.4792104457,626304276321,0.2304270967854627,5672126363409.0,0.1923833698586046,32421607713600.0,1021.8353672636,11.8322510721,2.4770216743,1.3436642492,9.5882150198,678276312.0,8.745029054,19297.3684875951,0.2107300132,0.8508182178,0.222182815,0.0968427628,87.3450598247,13.868362522,0.6727970625,57.734211901,0.4022480365,0.1429733347,0.1105279325,1.3312048006,0.193811104,0.4462818077,2.2942634903,0.1524608663,11.1433788295,0.8582825746,FPT,,
626,Q2 2019,42.2445599413,791704283229,0.33220225828177247,6834181383787.0,0.24726148560476532,39204370833600.0,1171.1796291286,13.3380377083,2.9448058899,1.5385785117,12.3561323545,678276312.0,9.457146938,19627.7792697189,0.2182620296,0.9218550717,0.2309537556,0.100209183,71.5562366607,12.4733303513,0.6753930293,41.7850070707,0.3776970869,0.1582780739,0.115985018,1.2644861151,0.2309014783,0.4777655688,2.304716481,0.1634371707,14.9247261225,1.0034852295,FPT,,
627,Q3 2019,39.2536886513,960108010842,0.32443684762212877,7138804848615.0,0.18041072773524164,38322611628000.0,1420.2972692471,12.0830594228,2.8220254113,1.4434553356,11.9985839157,678276312.0,8.886838031,20021.0812323326,0.2097027003,0.9861279617,0.2413734968,0.1045045737,73.0886028092,10.3109679886,0.6326919698,44.1458821465,0.3916918247,0.1678708658,0.1351432219,1.1965324619,0.2267863179,0.5324274127,2.3096931387,0.1700742378,11.8661412731,1.0077939225,FPT,,
628,Q4 2019,31.7360832305,757233806198,-0.03716224387035344,8146869581144.0,0.1679962361593793,34560572771400.0,1117.5916637742,10.9693595133,2.4749405959,1.246910649,8.8214903769,681668102.0,7.7532410565,20485.3401672666,0.2122392315,0.9946143935,0.2321555012,0.1002833603,66.7229393086,8.0497685776,0.6124805268,43.0366246557,0.3781967025,0.1274249335,0.0932532372,1.1686032479,0.2463067563,0.4661223916,2.3149952338,0.1725386434,8.5692862407,1.1065809588,FPT,,
629,Q1 2020,40.8918609206,747105139041,0.19287887259783912,6645014371789.0,0.17152086290885898,34922972650500.0,1102.6428938076,10.6802569925,2.3692261841,1.2176324853,8.5918268349,783905110.0,7.6258056778,18803.6078185496,0.245704483,0.9520886482,0.2339489412,0.0996313385,81.2960009232,13.9197476061,0.6616434921,54.3238876087,0.3958001186,0.1583754237,0.1126759407,1.236096358,0.1948005818,0.5609376073,2.3481461229,0.1734096681,10.5406168948,0.8946216848,FPT,,
630,Q2 2020,43.6177715504,878710517511,0.10989738987787376,6997263488982.0,0.02386271245037279,41390189808000.0,1125.6600717831,12.3415216618,2.7668582374,1.4354084978,7.8988598778,783905110.0,8.824492402,19083.0159948096,0.2460278533,1.005884623,0.2333015902,0.0981369059,71.4999660069,16.5947273675,0.5875829285,44.476921824,0.3899360601,0.1579632464,0.1258897139,1.2344039429,0.1984943654,0.5794974526,2.3773073754,0.1661566114,10.8772233224,0.949794265,FPT,,
631,Q3 2020,36.7659749859,928887800638,-0.032517393721796316,7578691043196.0,0.0616190250201814,52521642370000.0,1188.6982905316,15.8258042228,3.4868441615,1.7935340391,8.4943306986,783905110.0,10.6958229749,19215.0830084817,0.2321488713,1.0767077663,0.2252940177,0.0934613973,63.7168406175,15.4286892956,0.5518358526,42.3795549272,0.3970246488,0.1578598406,0.1229805372,1.2113821796,0.2050522954,0.6055153763,2.4105569152,0.1596550913,13.8979942465,1.0343360134,FPT,,
632,Q4 2020,30.3346476619,982843692181,0.297939532197811,8700729240329.0,0.06798435321303202,65496534874000.0,1256.3520913553,18.3919782379,4.1459614557,2.1956304212,10.2640781964,789114878.0,12.3565715696,20019.4818229039,0.2093125463,1.2442659874,0.2338646836,0.0944376087,58.1483520493,16.3073313863,0.4891346568,44.1210357737,0.4004891254,0.1450628642,0.1134045449,1.1441407394,0.2180113999,0.6848574597,2.4763935356,0.1582445397,12.7566792397,1.1142022263,FPT,,
633,Q1 2021,39.2021022319,906142681183,0.21287170149323825,7605674678535.0,0.14456858224783145,84576136243600.0,1155.8126849782,22.7890606959,5.0833464167,2.7472126182,14.080661899,907469273.0,16.0988967091,18334.3790409011,0.2247770181,1.2541105531,0.2369471839,0.0924758936,66.780218125,24.0528274138,0.4882334938,51.6309433069,0.3815452061,0.1424468451,0.1194441791,1.2149723755,0.1759684704,0.8352190298,2.5622589268,0.1482233254,10.8262733794,0.9090196368,FPT,,
634,Q2 2021,43.5885164073,1000031075983,0.13806658285557766,8625504443301.0,0.23269681881822135,87298544062600.0,1106.8356660344,22.7652969916,5.2004041354,2.6904246488,15.3444528801,907469273.0,15.6660375595,18498.5623224964,0.1992376714,1.3422876737,0.2377604472,0.0893277464,58.365174044,32.452816475,0.4663879875,47.2294741117,0.4004288413,0.173010501,0.1157214707,1.2007814035,0.1889831748,0.8556219618,2.6616640034,0.1500516639,12.0059482114,1.0370520997,FPT,,
635,Q3 2021,51.7670893477,1124838737907,0.21095221310303836,8687049614341.0,0.1462467020792545,78503217638500.0,1244.9928861456,19.4992724934,4.6223137916,2.3350215416,14.7403790197,907551649.0,13.8819903643,18713.5715789493,0.2103721692,1.3737729673,0.2427055826,0.0884844578,60.2552708753,33.3057365114,0.467402474,41.793918039,0.3725919386,0.1576805349,0.1289188045,1.1840134061,0.183253079,0.8739300862,2.7429176693,0.1458449138,11.4507016956,1.0427060084,FPT,,
636,Q4 2021,42.5508412721,1301522104628,0.3242411941819863,10714772437502.0,0.23147981525935213,100828988203900.0,1436.2818194811,23.2110939017,5.6200491842,2.8277265557,17.2399584823,907551649.0,16.5017160145,19768.510267122,0.1817362235,1.5068254332,0.2535460236,0.0896094615,51.8265106504,25.1832501185,0.4125967783,34.4589194968,0.3825062496,0.136542101,0.1215914929,1.177957548,0.2100038427,0.9381691859,2.8294559449,0.141490671,10.5870379474,1.1362033112,FPT,,
