,quarter,cash_cycle,net_profit,profit_growth_(%),revenue,revenue_growth_(%),market_capital,eps_(vnd),p/e,p/b,p/s,p/cash_flow,outstanding_share,ev/ebitda,bvps_(vnd),cash_ratio,dept/equity,roe_(%),roa_(%),days_sales_outstanding,days_inventory_outstanding,quick_ratio,days_payable_outstanding,gross_profit_margin_(%),ebit_margin_(%),net_profit_margin_(%),current_ratio,asset_turnover,(st_+_lt_borrowings)/equity,financial_leverage,roic_(%),interest_coverage,fixed_asset_turnover,symbol,net_interest_income,net_interest_income_growth_(%)
1142,Q2 2022,70.6131135017,1130010994744,-0.06843912523170845,34702840342036.0,0.08504109723388725,77860958898800.0,779.5654498148,15.6647041508,3.4773152129,0.5931090421,223.6395084374,1463551859.0,9.889001519,15299.1594787541,0.0787185997,1.6430938047,0.2362213099,0.0838924342,0.7985151453,103.3054538159,0.1807501297,33.4908554595,0.2136546623,0.0590665327,0.0329087178,1.3074026884,0.564823336,0.9973583727,2.8157641652,0.1520973822,5.5421250091,3.5927804869,MWG,,
1143,Q3 2022,71.3404890068,906245995691,0.15388698871155942,32322456456197.0,0.31902412006975595,67608004279200.0,623.0898445441,13.3222700978,2.9017649816,0.4865469931,-247.9124364467,1463376716.0,7.68540964,15921.3445240767,0.2207816276,1.6286110624,0.2296173648,0.0820525001,0.8268420663,105.7289439365,0.3660137355,35.215296996,0.2309143144,0.0541421468,0.0283095891,1.5662760442,0.5313240335,0.979043367,2.7984200913,0.1639018167,3.9876879188,3.3755593115,MWG,,
1144,Q4 2022,73.1119468184,619040753469,-0.6038102623865087,30877778203705.0,-0.15397045257330472,57364367267200.0,424.2031990379,13.9531612799,2.39836906,0.4300023455,7.1718294602,1463376716.0,7.1813559843,16344.4403337397,0.1946518041,1.332978989,0.1794093459,0.0687004387,0.5719971323,109.5295134171,0.3128075408,36.989563731,0.2592327007,0.033802938,0.0202377743,1.7165573326,0.5223594928,0.6931717174,2.6114730752,0.1495545775,2.8636451071,3.1934380345,MWG,,
1145,Q1 2023,64.4364415554,21266943546,-0.9852769438003196,27335086613676.0,-0.25758555315243886,79709522561500.0,14.5260980627,29.7965013689,3.3297076902,0.642591165,5.1854699766,1462560047.0,11.07572661,16367.8031439177,0.1155751271,1.2509947347,0.1144479032,0.0464979807,0.4846023135,97.2829799824,0.1952150724,33.3311407405,0.1923757107,0.0038781959,0.0007845898,1.801794308,0.4939410519,0.7186597171,2.4613521193,0.1135838123,0.3554063888,2.8790409355,MWG,,
1146,Q2 2023,50.3715115715,17405665662,-0.9845969059213064,29725046708024.0,-0.1434405248950857,70787906274800.0,11.8963669734,37.8883331197,2.5510845801,0.4970477732,5.7117213582,1462560047.0,12.1792963164,15875.60064274,0.1166407903,1.4774373953,0.0657773934,0.0271516332,0.5075571474,81.3394859374,0.2053095515,31.4755315133,0.1846665304,2.97881e-05,0.0005907268,1.6814332917,0.5201778773,0.9279319224,2.4225943565,0.0660391911,0.0022825855,3.3586503736,MWG,,
1147,Q3 2023,49.9604527483,38739225905,-0.9572530790875806,30520841321411.0,-0.05573880615254372,63175610361600.0,26.4748126658,90.7632905429,2.7164475976,0.5379088611,7.7076417113,1462398388.0,17.3136944417,15903.1229013773,0.0797929199,1.520172459,0.0295317603,0.0122309911,0.6100888282,83.1724740157,0.184167403,33.8221100956,0.1874851105,0.0007471653,0.0012790433,1.6904129274,0.5132922699,0.9852102667,2.4145026384,0.026826034,0.0516212079,3.891443931,MWG,,
1148,Q4 2016,65.1794537686,65650927065,1.8237181288783209,2459222855931.0,0.3445634703982497,2819667214700.0,1252.2127619781,5.4457908551,1.7874879715,0.3155314888,118.658252894,66034361.0,7.064796347,23888.2726371502,0.0689660298,3.0146106153,0.4810062768,0.1043377049,16.5626216316,64.5826330998,0.2372468271,15.9658009628,0.0985987197,0.0705646124,0.0267053129,1.055154283,0.4211945746,2.6086282611,4.6100906416,0.1821380306,4.3572875396,1.2939457679,NKG,,
1149,Q1 2017,90.3976829437,155933099828,1.3665313486188735,2393404925788.0,0.32996335774679086,3180000000000.0,2966.3294501605,4.6758526625,1.211443987,0.3336855545,-6.6984212237,100000000.0,7.330705368,26249.6659703575,0.0212159988,3.4872841066,0.4559179299,0.1026362567,16.0078416004,96.978909188,0.2326676737,22.5890678447,0.1282693189,0.1020647133,0.0651894236,1.0426457325,0.3385879391,2.9802128197,4.4420748061,0.1794331711,4.6294509769,1.089156839,NKG,,
1150,Q2 2017,80.4512324646,195293363478,-0.18889224581344866,3105136136995.0,0.4268134954053398,4459000000000.0,2179.9835341614,5.7553811565,1.7855227233,0.4267017354,-21.7953516535,130000000.0,8.6955499421,19210.0607579263,0.0199792143,3.0318490447,0.3578973669,0.0831127579,15.9332821284,81.2936143317,0.1982986106,16.7756639955,0.1091687611,0.0793746661,0.0631061039,0.9899960722,0.3999482596,2.7075694363,4.3061664176,0.1443551924,3.6450599208,1.1315067084,NKG,,
1151,Q3 2017,65.2598529496,205746954354,0.3975290709574463,3813078871214.0,0.5211026546309684,5187000000000.0,2192.6520022261,6.8361980904,1.8838380362,0.4412414434,13.9856336059,130000000.0,8.0011654367,21180.16476675,0.0194668701,2.7776748698,0.339636755,0.0835338212,17.3562824822,64.4931819791,0.2707472905,16.5896115117,0.1035813641,0.0775107156,0.0539956024,1.0395577482,0.4858713556,2.2241171122,4.0658591938,0.1446811706,4.1658881648,1.1482866833,NKG,,
1152,Q4 2017,87.0339164293,150538901749,1.293020197566345,3325929196007.0,0.35243098769423514,2821000000000.0,1446.1970227872,3.9871904914,0.9593752113,0.2235467553,-1.9371581248,130000000.0,5.5474171769,22618.8875263385,0.0169898045,2.4601625038,0.325493695,0.0840998904,25.3824424724,86.1017476365,0.2190756884,24.4502736796,0.0990373003,0.0720338259,0.0453135298,1.1187792572,0.3655622539,2.1014468285,3.8703224628,0.1369322474,3.121851769,0.8819184401,NKG,,
1153,Q1 2018,90.2524205703,121125765850,-0.2232196628964202,3593260439408.0,0.5013173912579635,2657198072800.0,1144.4736474627,3.5934865709,0.6199411058,0.1923703792,4.4593403383,181999868.0,5.6915416849,23550.6241867231,0.0400596608,2.0096161107,0.2684688792,0.0767192215,23.3358677137,87.6281143321,0.2452341111,20.7115614755,0.0824458045,0.0557052049,0.0337807628,1.1452035833,0.3698705824,1.6963494173,3.4993691797,0.1253672959,2.4743466496,0.9385854177,NKG,,
1154,Q2 2018,76.9703595297,108914505305,-0.44230309025698494,4310634832640.0,0.38822732481276107,1947398587600.0,657.8061152463,3.1643334516,0.6194223555,0.1297442135,-5.1471058931,181999868.0,5.5340496305,17274.1585851315,0.0238082901,2.0715719487,0.2082133721,0.0633070239,17.9673233786,74.6722543377,0.2168328026,15.6692181866,0.0719741925,0.0481657972,0.0253804418,1.0630857736,0.4548040621,1.7783985368,3.2889458281,0.114284519,2.5202185036,1.1489215752,NKG,,
1155,Q3 2018,101.8836866008,733838574,-0.9964332955678294,3482289506350.0,-0.08675125168829355,1144779169720.0,4.2321672747,2.9870822713,0.3640427473,0.0780295133,-1.3988104775,181999868.0,5.7409156652,17278.1906681328,0.0172581312,1.9562993668,0.12409948,0.0397803988,22.8097310933,94.629102618,0.2307477669,15.5551471105,0.0484701013,0.021199943,0.0002113577,1.0805275989,0.3663792181,1.7355227177,3.119613775,0.0828932332,0.8682512726,0.9506930708,NKG,,
1156,Q4 2018,81.1374365811,-173427652056,-2.152045418433857,3474430536618.0,0.04464957966912999,1193919134080.0,-957.7235810889,20.8237384995,0.4018337331,0.08060603,0.5111286575,181999868.0,8.0971052602,16325.1600345391,0.1174836758,1.7334692481,0.0186170438,0.0063210903,19.6763104791,75.0565971851,0.3071743768,13.5954710831,0.0057969107,-0.0260125934,-0.0500824638,1.045258468,0.3976145576,1.4896718239,2.9452267087,0.0472829769,-0.9886593999,0.969020544,NKG,,
1157,Q1 2019,59.593809148,-101610877430,-1.838887388797468,2956268026821.0,-0.17727421191099257,1101099201400.0,-558.3019292629,-6.6575848945,0.3837162712,0.0777086586,0.5347720017,181999868.0,7.5091666494,15766.8581052762,0.0645378614,1.4634270007,-0.0545425204,-0.01937575,20.1125641506,57.7317419393,0.3474967384,18.2504969419,-0.0004221713,-0.0194855419,-0.0345211212,1.0547024348,0.3875348246,1.1382182076,2.8149888628,0.0172162636,-1.1651212928,0.8460176553,NKG,,
1158,Q2 2019,58.7973853169,135579846882,0.24482819347457346,2976999285806.0,-0.30938263123931325,1102919200080.0,744.944753927,-7.950408651,0.3672175025,0.0858834282,0.699940398,181999868.0,13.1785151099,16502.4813892008,0.0322932689,1.7837541264,-0.0462847331,-0.0168929861,27.9022409898,55.4199219407,0.3420706974,24.5247776136,0.0379567276,0.012578339,0.0457461371,1.0745474382,0.384157687,1.4074028162,2.7398787138,-0.0049781001,0.5699282865,0.8369859805,NKG,,
1159,Q3 2019,58.6189593581,6209399405,7.461533128674155,3083939349476.0,-0.11439317614104265,1676218784280.0,34.117603893,-12.5795707417,0.5569464437,0.1347603462,0.7578712092,181999868.0,13.0473717867,16536.5989930883,0.069889583,1.5475495482,-0.0449640474,-0.0170730046,26.778496941,63.0584956607,0.2918984745,31.2180332436,0.032890929,0.0117888394,0.0020236012,1.031812029,0.3828882809,1.0999781243,2.6336341125,-0.0109259821,0.6005229016,0.8499908777,NKG,,
1160,Q4 2019,39.3658934461,7155345608,1.0412583894388971,3206852856788.0,-0.07701339169395492,1212119120880.0,39.3151142725,25.607944244,0.4017877962,0.099543347,1.0263673902,181999868.0,8.4278023423,16575.9141073608,0.0259724314,1.5863316,0.0159111761,0.0061274273,19.4055187636,59.6324549566,0.2408134652,39.6720802741,0.0404769904,0.0145967096,0.0022352615,1.019106622,0.4138560789,1.0249888975,2.5967139756,0.0097418873,0.3480270303,0.9117484105,NKG,,
1161,Q1 2020,62.8966548919,41491986301,1.4083419743086456,2458772195862.0,-0.16828509000044162,1064679182920.0,227.9781120556,5.5907283832,0.348127076,0.0911156728,-1.4630726376,171999868.0,6.6111638497,17780.8634470522,0.009658159,1.6022547969,0.0630155449,0.023962505,28.8736976996,87.5777412568,0.2670815298,53.5547840645,0.0864800481,0.0534543597,0.0169247135,1.0588909973,0.3110927217,1.1764745172,2.6297561462,0.0381858592,2.2921271174,0.7205076404,NKG,,
1162,Q2 2020,86.6561423285,17300228138,-0.8723982322162009,2330458411710.0,-0.2171787132024635,1518758834440.0,95.0562675023,22.2717094324,0.5069046883,0.1376244807,2.3268157411,171999868.0,7.4187597243,17419.4482800533,0.0241718783,1.5997891211,0.0238912095,0.0092456861,34.4401125799,97.2903959414,0.2878170408,45.0743661928,0.0463801013,0.016259833,0.0074751862,1.0511929202,0.2939267115,1.1635855561,2.5840385566,0.0393582254,0.6261272059,0.6967181601,NKG,,
1163,Q3 2020,65.4654390555,82621671847,12.305903914067837,3386235079715.0,0.09802259252937767,2777797868200.0,453.9655591783,19.506230254,0.9022443546,0.2448984132,-7.8795670782,171999868.0,8.5016813732,17899.8072059509,0.0955040165,1.6720202375,0.0489115701,0.0187015775,28.2412451495,64.1824352574,0.4150685685,26.9582413514,0.071809334,0.0423900581,0.024476035,1.0652579029,0.4215340215,1.3156980851,2.6153713528,0.0543644524,2.5566192294,1.0380736867,NKG,,
1164,Q4 2020,69.865904692,153983317637,20.520039152943177,3438525405520.0,0.07224296189381274,4626796449200.0,858.1119988669,16.5807708129,1.4545008245,0.4002531768,314.2945725319,171999868.0,9.3067493273,18494.3174644239,0.0565119066,1.371332982,0.0959520992,0.0374894369,32.2104063844,61.157675573,0.4274849568,23.5021772654,0.0899488265,0.0578039818,0.0450488195,1.1016975522,0.4334972117,0.9438269756,2.5594435965,0.0770234142,4.0309626614,1.079276922,NKG,,
1165,Q1 2021,51.4800963388,318787624220,6.6831131174917235,4860890067880.0,0.9769582867663192,5687495875000.0,1802.1926878046,9.5279575691,1.6250880681,0.4073947579,6.1586958503,181999868.0,7.4274412439,19229.7270614009,0.1205038025,1.8861317261,0.1795857626,0.0680555281,27.873583617,58.9215105508,0.4576902409,35.314997829,0.1257254663,0.0844662385,0.0656950262,1.1354728421,0.5500351107,1.0182926446,2.6388122688,0.1173800112,8.6313025831,1.5749320128,NKG,,
1166,Q2 2021,47.3836956553,847447741677,47.98477262363833,7016342279063.0,2.0107133617178263,12142960380800.0,4859.8622859557,8.3862511132,2.6563196958,0.6508823361,65.2427503715,218398568.0,7.1225418351,20931.2155038855,0.0890528089,2.0801695037,0.3915683065,0.1404600583,27.5786768647,74.6239784228,0.4288475239,54.8189596322,0.1863182544,0.1463282851,0.1209019545,1.1761779821,0.5797718421,0.8813117136,2.7877555466,0.2452013076,23.0180377665,2.3363132818,NKG,,
1167,Q3 2021,65.2708739026,606672864178,6.342781265688323,7534015087344.0,1.224894288195164,6856205250000.0,2870.5603140652,3.4204973705,1.2990671591,0.3005580958,-23.9063294186,219398568.0,3.8235597847,24055.7232020129,0.0669374066,1.9922568902,0.4662747855,0.1626681307,33.6612760791,95.7285114245,0.4074968469,64.118913601,0.1720866418,0.1052285261,0.0805562894,1.2249626118,0.506498248,0.8642249433,2.8664175559,0.3062020195,11.1306932407,2.5871898673,NKG,,
1168,Q4 2021,62.0012339208,452352828146,1.937674256456636,8794902421464.0,1.5577540905602145,7722829593600.0,2117.1376325661,3.3800551721,1.3493892592,0.2741177487,-24.3987618662,219398568.0,3.7059319509,26085.8753396467,0.0782639933,1.6877677903,0.4667037613,0.1611887951,23.6911406709,93.2792223235,0.2766752329,54.9691290736,0.1204771741,0.059357935,0.0515210298,1.2726026221,0.5632668892,0.6673978926,2.8953858797,0.313783623,7.6651498131,3.1204357279,NKG,,
1169,Q1 2022,86.2925353212,506871703908,0.5899980595175188,7163768766837.0,0.4737565891839566,4686344946800.0,1949.5896576675,1.9175884344,0.7513343202,0.1537906747,-3.115000362,263277806.0,2.7147926998,23691.1844990572,0.0831451851,1.6352902858,0.4426185653,0.1568186878,24.0786020252,125.7151004811,0.3547692182,63.5011671851,0.1338025453,0.0895880313,0.0708775979,1.3024552726,0.4494901462,0.8461205966,2.8224860922,0.3017944192,8.7150516253,2.6126287702,NKG,,
1170,Q2 2022,92.6308558405,201456547338,-0.7622785011623949,7206140590526.0,0.027050891178636554,3830692077300.0,766.6664825771,2.1632881411,0.6226071439,0.1249476017,-5.9072200742,263277806.0,3.0091138547,23369.4716524795,0.0775684441,1.6424565881,0.3022277526,0.1106834832,28.2516993795,122.4174743086,0.3357412285,58.0383178476,0.1241768874,0.0400459072,0.0279955757,1.2980290196,0.4401849815,0.7871507275,2.730558743,0.2141183666,6.4210353602,2.6569884199,NKG,,
1171,Q3 2022,129.9526452885,-418686140385,-1.6901349394492713,4437556406446.0,-0.41099714362127837,4080805993000.0,-1591.8110273189,5.4944956133,0.7116885773,0.1481161705,-9.0774488129,263277806.0,6.2728793409,21779.1889516847,0.1044320424,1.7660042559,0.1244581701,0.0464194673,35.4573939536,173.4842912352,0.2808734263,78.9890399003,-0.035979144,-0.0968608055,-0.0946388254,1.2619993621,0.2754837627,1.0047157003,2.6811632552,0.0938256688,-7.0923028815,1.6591248529,NKG,,
1172,Q4 2022,127.4182620182,-356349383056,-1.7877686639354575,4320863226776.0,-0.508708224410664,3830692077300.0,-1353.4966306394,-30.7233226092,0.7201022586,0.1660374938,-4.6269306165,263277806.0,18.1253143539,20205.4636351345,0.1239892589,1.5144182574,-0.0113536413,-0.0042983416,24.686853771,166.6879331619,0.3110305759,63.9565249147,-0.0346689068,-0.0805225005,-0.0828753286,1.2918881995,0.2926861645,0.9510462513,2.6414004143,0.0138523134,-4.1389000203,1.6511266586,NKG,,
1173,Q1 2023,131.1367496121,-49270317110,-1.0972047102454603,4380101973620.0,-0.388575746065861,5212900558800.0,-187.1419314015,-8.3694412366,0.9908404269,0.2568613463,-15.2896008998,263277806.0,-113.8071715815,19983.0360797332,0.0884837091,1.4238130459,-0.1106041104,-0.0426668619,24.3554996042,148.4206447498,0.3080763361,41.6393947419,0.0314825977,0.0047045908,-0.0112624858,1.2991037648,0.3330144703,1.0659896767,2.5922719778,-0.0425062269,0.2207195056,1.6922398281,NKG,,
1174,Q2 2023,104.0425716884,125394812006,-0.3775590137777208,5506695316549.0,-0.2358329334028372,5344539461800.0,476.2832610585,-6.7805490462,0.8805621565,0.2548046689,6.2884521091,263277806.0,-59.2421854007,20441.4871429953,0.177972101,1.2629955101,-0.1285088647,-0.0514731435,23.609784842,107.9961989449,0.4565594103,27.5634120985,0.0902444586,0.044000902,0.0227991929,1.3613133618,0.4412175209,0.8409807759,2.4966197106,-0.047905959,3.0281055004,2.1663722113,NKG,,
1175,Q3 2023,119.6503841866,23659490682,1.0565088938942284,4268428310383.0,-0.038112889295857585,6371322905200.0,89.865116401,-24.8331340385,1.1765173335,0.3455804837,6.9374959144,263277806.0,31.1386388093,20569.1827155191,0.1217975176,1.2460058357,-0.0478757965,-0.0202756343,33.6389113425,124.0261034678,0.4053716211,38.0146306237,0.0480907263,0.0082661974,0.0055511845,1.3779240344,0.350181612,0.8448721715,2.3612477763,-0.0046938366,0.5873032554,1.7234774481,NKG,,
1176,Q4 2016,649.615719081,182691725531,0.39526919221941137,862273486677.0,0.4145512108584467,3979206280000.0,1289.7770134585,11.5266564352,1.6020901359,1.570450759,-15.2367179044,142114510.0,7.5989559922,17477.1689634788,0.4274412934,0.9727580876,0.1469919007,0.0624040313,28.2451756015,652.2084914954,0.929844399,30.8379480159,0.4296982249,0.2810082072,0.2118721361,2.6742374521,0.1465310512,0.223453059,2.3554872606,0.1382749304,32.0690011874,15.536269314,NLG,,
1177,Q1 2017,1956.3156549325,21104028694,-0.49235682182636914,255850907537.0,-0.31727130928481345,4425923413350.0,148.8457271138,13.5329940951,1.616353223,1.8327547441,-12.5202200958,157226409.0,9.2481703057,17415.7477463772,0.4483241463,0.9477608702,0.1350369328,0.0547858456,104.5928639013,1934.2756263512,0.9709079107,82.55283532,0.3158453374,0.0705170988,0.0824856511,2.7934796833,0.0407612404,0.2174485278,2.4648142461,0.1194764187,4.189683361,4.6325196971,NLG,,
1178,Q2 2017,739.9636675353,288881786688,2.366426650367233,1007269268823.0,0.45352155400074723,4300142286150.0,1850.888215059,8.1094280731,1.4211069006,1.5764709686,6.0440467345,157226409.0,4.5772363897,19245.5613209939,0.3893396794,1.154046417,0.210389805,0.0816934586,45.4319681437,715.7580535121,0.9521028546,21.2263541205,0.5315151663,0.4601292033,0.2872202741,2.2171227342,0.1429210163,0.1424423321,2.5753568104,0.2040011898,37.1629516424,18.1588510042,NLG,,
1179,Q3 2017,1490.115941128,41933958121,0.19331050205551545,377079372279.0,-0.3754816909550573,5117719612950.0,268.0424418633,9.5288670512,1.8381808242,2.0479558334,3.2069989134,157226409.0,5.1243657179,17707.724709244,0.4990127232,1.1589049248,0.2040894262,0.076180934,114.4645698313,1415.5655437735,0.8710388561,39.9141724768,0.3721533956,0.1797104819,0.111814578,2.1381284015,0.0483381648,0.1391004826,2.6790092424,0.1973283769,14.5795196571,6.6825126098,NLG,,
1180,Q4 2017,342.3950326464,183097269842,0.0022198285654222764,1524644711635.0,0.7681683771939034,7131789882000.0,1169.9122759221,11.1083531735,2.0352435473,2.2559591335,2.6285811334,188671690.0,6.4501343908,18572.7158061468,0.6804212656,1.1277948045,0.1960784373,0.0718552294,12.3910049095,348.2389750439,0.8692628405,18.234947307,0.3541645233,0.2184309007,0.120091762,2.188392882,0.1941188947,0.1194050363,2.7287984321,0.2157107939,51.6195543671,26.9349341078,NLG,,
1181,Q1 2018,939.2842840419,31714552484,0.5027724300344908,539234626875.0,1.10761271893092,6454300370250.0,198.8899679536,10.5112711782,1.6379469594,1.8736926449,2.703335389,209895947.0,5.3483989096,18773.5016835626,0.6520090484,1.0694274175,0.1915994117,0.0704204407,38.8209170437,959.7850776984,0.8713314476,59.3217107002,0.3355784344,0.1404461598,0.0588140132,2.3125899615,0.0696884308,0.1229892769,2.7207925697,0.2279688045,19.5938266548,9.6019261574,NLG,,
1182,Q2 2018,657.3010476566,183367194081,-0.3652518001107441,871098289790.0,-0.13518825923490804,6516558140400.0,992.9046830394,12.9644871684,1.8091406741,1.9687434173,6.3871962797,211576563.0,6.7287716161,17024.6573088816,1.1145049099,0.9320236634,0.1436171297,0.0557264007,28.262461507,657.5881365715,1.4251176181,28.5495504219,0.4168841519,0.2951422679,0.2105011527,3.1808984362,0.1096919767,0.2381791749,2.5771829468,0.1655887517,61.8734505374,15.4390027064,NLG,,
1183,Q3 2018,438.14269039,420061128422,9.017206751862487,1330126517856.0,2.527444394046151,6086034563100.0,2268.6817890558,6.24241039,1.507994524,1.4269369175,3.533342331,239136918.0,3.5403340138,16876.7191093556,1.1509281665,0.9579029272,0.2422678679,0.0987308713,18.9892881277,442.845505468,1.5123594243,23.6921032057,0.4795636166,0.4034960431,0.3158053935,2.9136591924,0.1505115727,0.2234128064,2.4538208227,0.2473865156,54.8034648847,23.6022666856,NLG,,
1184,Q4 2018,561.7461575784,125776951688,-0.31305938206213224,813507497455.0,-0.4664281512624603,6791488471200.0,632.4845716025,8.8955513077,1.4763094541,1.9517972262,6.8499642481,239136918.0,5.6015358398,19237.159202148,0.7737486077,0.8121796606,0.2004092444,0.0874597085,28.831813555,577.7709128748,1.4715065563,44.8565688514,0.3912530542,0.1722913052,0.1546106853,2.7163728809,0.086002151,0.1907257277,2.2914465161,0.1872718135,21.7859831379,15.0343929116,NLG,,
1185,Q1 2019,1524.033423729,145241359070,3.579643970800922,332275706000.0,-0.38380124450534436,6736625389200.0,699.7665769873,7.1521984697,1.4194658104,2.0127305841,-31.4828175063,229136918.0,7.3175395374,20712.0170029039,0.5711710114,0.7722427245,0.2059760888,0.0933513065,77.4707716479,1541.0256412603,0.9424591023,94.4629891792,0.2877510235,0.0254347388,0.4371109788,2.7732223103,0.0335728199,0.1438117021,2.2064617671,0.156647016,0.6057383162,5.9636627798,NLG,,
1186,Q2 2019,1200.9861640423,120513355456,-0.34277581079871444,603072026961.0,-0.3076877385370765,7166463902500.0,541.0775575435,8.8393338956,1.6094749261,2.327543483,43.317006008,249702575.0,8.7769375672,17831.9025255106,0.647990043,0.8394557431,0.1820513722,0.0823002137,47.7691644248,1198.6133782304,1.0834815871,45.3963786129,0.4136216365,0.24337588,0.1998324413,2.7569432953,0.0587584158,0.1650051417,2.2120400916,0.1317967735,6.9138629516,10.3737745793,NLG,,
1187,Q3 2019,2779.1031115502,146493175015,-0.6512574834874255,392044218851.0,-0.7052579483319174,6891791070000.0,586.2598324991,13.061308678,1.4910300502,3.2229646831,-7.3396852133,249702575.0,16.276048505,18510.693326895,0.5930912565,0.7884156678,0.1168444928,0.053256107,81.3133246772,2771.029947014,1.0337652641,73.240160141,0.6152952353,0.370208511,0.3761213876,2.9203683886,0.037784521,0.1609688809,2.1940111519,0.0673494813,21.4025180171,6.2486745321,NLG,,
1188,Q4 2019,555.2897711614,547827510678,3.355547684419407,1221269278394.0,0.501239118526447,5368605362500.0,2163.1063504702,5.8128387186,1.0620749695,2.1085596484,17.1655565479,249702575.0,8.9243365747,20243.3920548637,0.6534312103,0.7401003826,0.2034589789,0.092256877,30.9365188719,541.9213880068,1.1708438047,17.5681357173,0.3944677074,0.2801886925,0.4485722521,2.683991099,0.1157655448,0.1402581414,2.2053529845,0.0954524358,296.5898918772,17.6565672821,NLG,,
1189,Q1 2020,1538.1389911492,110421778909,-0.23973598418490757,416200981528.0,0.2525772243126315,6292504890000.0,436.0022936648,6.8406325809,1.2183058997,2.3925637086,7.5762484252,249702575.0,9.4353317392,20684.460286647,0.4818611732,0.7332122166,0.1918210965,0.0874235656,106.4581388682,1486.8101827095,1.098662434,55.1293304285,0.3769850919,0.1951399289,0.2653087902,2.6329680671,0.0383271438,0.1415209817,2.19415778,0.1039524363,26.2867464554,5.5357727871,NLG,,
1190,Q2 2020,4077.4429306404,68366210137,-0.43270843402944803,241937846123.0,-0.5988242941026912,7446071353000.0,272.1973897681,8.4674802567,1.4716599278,3.2818096977,15.6464906619,275270660.0,13.9949181118,18380.6051168076,0.3767097316,0.9086232118,0.1754894398,0.0796406264,191.5774366807,4031.6684076197,0.8631128401,145.80291366,0.5721931179,0.1649491203,0.2825775762,2.2409642866,0.0212660691,0.2539484519,2.2035165677,0.0845829349,6.5722044839,3.0077273469,NLG,,
1191,Q3 2020,475.861714284,29262180465,-0.8002488480299254,683433579639.0,0.7432563644019584,9001350582000.0,107.0922019873,11.8577707882,1.76973432,3.5726193498,199.5555050333,275270660.0,20.768821337,18477.3497527706,0.2900790488,0.8963668442,0.1484644652,0.0666796554,77.8862837912,428.9764850631,0.8027396672,31.0010545703,0.1952789678,0.0558773226,0.0457128717,2.4478970066,0.0541897849,0.2557646745,2.2265331792,0.0668755335,14.4006256883,7.9591894893,NLG,,
1192,Q4 2020,751.2060698991,626815707791,0.14418442953922297,918450344745.0,-0.24795427102466258,9898891902000.0,2287.640802499,11.8568648823,1.7667180273,4.4655597495,-8.9106144349,285270660.0,44.9278852677,19640.9384315022,0.2499466803,1.0028538619,0.1596765472,0.0695489358,57.289258637,727.2959079894,0.6987987753,33.3790967273,0.2726641122,0.0864533563,0.682470981,2.1204273311,0.0727122258,0.36560145,2.2958877152,0.0295744475,1.8367919778,11.7253859522,NLG,,
1193,Q1 2021,4566.0589848628,365300219353,2.3082261756899296,235764175742.0,-0.43353286944101327,10868812146000.0,1333.2079534171,9.6011440182,1.6440105674,5.3375761321,-15.4837043465,285270660.0,187.8799521884,23175.0335162999,0.2054837503,1.0164590534,0.1949442682,0.0766780491,223.3651159312,4480.9668116885,0.4981222186,138.2729427569,0.1701520564,-0.413849952,1.5494305621,2.6091199748,0.0141931281,0.2704898212,2.5423738657,0.0061816982,-4.7355096525,3.0880247185,NLG,,
1194,Q2 2021,4167.1088589125,47003646412,-0.3124725457531032,400773524013.0,0.6565143917551813,18713669772000.0,171.1626212892,14.495432574,2.8894538865,8.5251314107,-13.1827717315,345270660.0,575.0974302314,18757.8698703099,0.1674846832,1.0825131788,0.1797334919,0.0655975495,134.1130933969,4354.5296219305,0.4212043967,321.5338564149,0.2901093107,-0.0085198028,0.1172823143,2.3833493086,0.0200964277,0.2892883543,2.7399421654,0.0013542257,-0.1699986641,5.2672057189,NLG,,
1195,Q3 2021,18007.923154294,297143589151,9.154526574204148,150941135190.0,-0.7791429340218703,20257526687700.0,1041.7623162453,12.731718024,2.31012839,11.8747758869,-7.2780980797,382940013.0,-506.7536195887,22899.1601627015,0.1326173541,0.8538323597,0.194650424,0.0691421028,336.3975280057,18954.8309081032,0.4169923437,1283.3052818149,0.5060964351,-0.3992862925,1.9686057666,3.2787844752,0.006848039,0.3075140666,2.8152227956,-0.0064076539,-3.2073663892,1.9264173075,NLG,,
1196,Q4 2021,518.1939226824,361378871007,-0.4234687061679459,4418040663757.0,3.810320654823894,17634387598650.0,1064.6978545354,14.5964408849,1.9748585936,3.3876326086,12.0646411582,382940013.0,30.7849533171,23318.1252311207,0.4969126216,0.7444828893,0.1391309309,0.0489171163,12.6780257242,520.3399410143,0.8193610096,14.8240440561,0.349805096,0.2133551304,0.0817961849,3.4519821587,0.1847277358,0.2653892397,2.8442177611,0.0528640014,21.9295769948,55.9707273606,NLG,,
1197,Q1 2022,4143.0771269301,630401146,-0.9982742929990119,587408368324.0,1.491508162660001,14417691489450.0,1.766285915,19.0291768801,1.6374499698,2.5944334719,-217.7725776168,382940013.0,19.5896065456,22993.0689144595,0.4313982054,0.8108298172,0.0856467493,0.0309608524,112.2256364633,4203.6904983432,0.7445934935,172.8390078764,0.4257844868,0.0960030614,0.0010731906,3.2142935202,0.0249170265,0.248802174,2.7662917098,0.059546126,1.6617280482,7.6956829875,NLG,,
